areas,bathrooms,bedrooms,latitude,longitude,r$_pmo,coord
50.0,1.0,2.0,-22.9039197,-43.2733079,800,"(-22.9039197, -43.2733079)"
545.0,7.0,4.0,-22.9282465,-43.170790419174786,15000,"(-22.9282465, -43.170790419174786)"
76.0,2.0,2.0,-22.9674748,-43.18745360000001,2350,"(-22.9674748, -43.18745360000001)"
65.0,1.0,2.0,-22.946658600000006,-43.1611346,3100,"(-22.946658600000006, -43.1611346)"
214.0,2.0,3.0,-22.9839557,-43.2022163,12000,"(-22.9839557, -43.2022163)"
60.0,1.0,2.0,-22.8887124,-43.2681563,1375,"(-22.8887124, -43.2681563)"
60.0,2.0,2.0,-22.9183909,-43.3971464,1300,"(-22.9183909, -43.3971464)"
53.0,1.0,2.0,-22.8508744,-43.317637100000006,1100,"(-22.8508744, -43.317637100000006)"
60.0,1.0,2.0,-22.930480300000006,-43.3555556,870,"(-22.930480300000006, -43.3555556)"
76.0,2.0,3.0,-22.9500463,-43.1910548,3997,"(-22.9500463, -43.1910548)"
70.0,3.0,2.0,-22.944898100000003,-43.1608852,3300,"(-22.944898100000003, -43.1608852)"
147.0,3.0,3.0,-22.9393527,-43.1745967,4600,"(-22.9393527, -43.1745967)"
42.0,1.0,1.0,-22.5144471,-43.1816234,1000,"(-22.5144471, -43.1816234)"
66.0,1.0,2.0,-22.8831743,-43.320918,1200,"(-22.8831743, -43.320918)"
85.0,2.0,2.0,-22.9201766,-43.2558029,1400,"(-22.9201766, -43.2558029)"
40.0,1.0,2.0,-22.8223955,-43.17498,1100,"(-22.8223955, -43.17498)"
30.0,1.0,1.0,-8.8897464,-36.4941119,1500,"(-8.8897464, -36.4941119)"
77.0,1.0,3.0,-22.9099206,-43.2739525,950,"(-22.9099206, -43.2739525)"
163.0,,3.0,-22.9855992,-43.1969718,3800,"(-22.9855992, -43.1969718)"
40.0,1.0,1.0,-20.464017300000002,-54.616294700000005,1400,"(-20.464017300000002, -54.616294700000005)"
65.0,2.0,1.0,-27.5660564,-53.9719817,3000,"(-27.5660564, -53.9719817)"
80.0,3.0,2.0,-22.9621719,-43.1737305,3500,"(-22.9621719, -43.1737305)"
200.0,,3.0,-22.9821776,-43.2133851,11500,"(-22.9821776, -43.2133851)"
65.0,2.0,2.0,-23.0063466,-43.4358159,1200,"(-23.0063466, -43.4358159)"
49.0,1.0,2.0,-22.8973512,-43.5483958,700,"(-22.8973512, -43.5483958)"
90.0,2.0,3.0,-22.981271300000003,-43.2004164,5500,"(-22.981271300000003, -43.2004164)"
176.0,3.0,3.0,-23.0203091,-43.453873,2700,"(-23.0203091, -43.453873)"
52.0,1.0,1.0,-22.9163901,-43.2221112,1400,"(-22.9163901, -43.2221112)"
80.0,3.0,2.0,-22.9513701,-43.1842679,2100,"(-22.9513701, -43.1842679)"
58.0,2.0,2.0,-22.963252,-43.39719960000001,1200,"(-22.963252, -43.39719960000001)"
70.0,2.0,3.0,-22.8435065,-43.310058500000004,1900,"(-22.8435065, -43.310058500000004)"
45.0,1.0,2.0,-22.8529785,-43.3143504,1200,"(-22.8529785, -43.3143504)"
72.0,2.0,2.0,-22.9333806,-43.3347821,1200,"(-22.9333806, -43.3347821)"
50.0,1.0,1.0,-30.0342118,-51.2393593,2400,"(-30.0342118, -51.2393593)"
80.0,1.0,2.0,-22.915698100000004,-43.2319433,1400,"(-22.915698100000004, -43.2319433)"
50.0,2.0,2.0,-22.9243708,-43.208937,1550,"(-22.9243708, -43.208937)"
90.0,2.0,2.0,-23.0197394,-43.4600439,1700,"(-23.0197394, -43.4600439)"
70.0,2.0,2.0,-22.9732812,-43.3792193,2000,"(-22.9732812, -43.3792193)"
58.0,2.0,2.0,-22.963252,-43.39719960000001,1200,"(-22.963252, -43.39719960000001)"
77.0,3.0,3.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
55.0,3.0,2.0,-22.9205272,-43.2382218,2000,"(-22.9205272, -43.2382218)"
115.0,3.0,3.0,-22.9176624,-43.24595770000001,2300,"(-22.9176624, -43.24595770000001)"
75.0,3.0,2.0,-23.017635,-43.453629,1700,"(-23.017635, -43.453629)"
47.0,1.0,2.0,-22.8266106,-43.3112119,1110,"(-22.8266106, -43.3112119)"
100.0,2.0,3.0,-23.0040168,-43.3247702,5000,"(-23.0040168, -43.3247702)"
89.0,2.0,2.0,-22.912032,-43.226347,1800,"(-22.912032, -43.226347)"
77.0,3.0,2.0,-22.9628006,-43.2070138,3800,"(-22.9628006, -43.2070138)"
118.0,3.0,3.0,-23.0217033,-43.4559279,2000,"(-23.0217033, -43.4559279)"
55.0,1.0,2.0,-22.9301996,-43.3938251,1300,"(-22.9301996, -43.3938251)"
83.0,1.0,2.0,-22.924047,-43.23641660000001,3000,"(-22.924047, -43.23641660000001)"
57.0,2.0,2.0,-22.9548472,-43.3765899,1300,"(-22.9548472, -43.3765899)"
63.0,2.0,3.0,-22.9070087,-43.30183140000001,1000,"(-22.9070087, -43.30183140000001)"
65.0,1.0,2.0,-22.9074238,-43.2770935,800,"(-22.9074238, -43.2770935)"
80.0,1.0,2.0,-22.9096814,-43.275863,1200,"(-22.9096814, -43.275863)"
159.0,4.0,3.0,-23.0134205,-43.3075028,3100,"(-23.0134205, -43.3075028)"
65.0,3.0,2.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
65.0,3.0,2.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
70.0,2.0,2.0,-22.8241644,-43.1736703,2100,"(-22.8241644, -43.1736703)"
60.0,1.0,2.0,-22.9454515,-43.33619829999999,1400,"(-22.9454515, -43.33619829999999)"
97.0,2.0,3.0,-22.9838087,-43.1952591,3000,"(-22.9838087, -43.1952591)"
90.0,2.0,3.0,-22.930480300000006,-43.3555556,2000,"(-22.930480300000006, -43.3555556)"
120.0,3.0,3.0,-22.9670372,-43.2180521,4800,"(-22.9670372, -43.2180521)"
69.0,1.0,2.0,-22.970773,-43.3975035,1650,"(-22.970773, -43.3975035)"
88.0,3.0,3.0,-23.014309,-43.45027260000001,1750,"(-23.014309, -43.45027260000001)"
40.0,1.0,1.0,-20.464017300000002,-54.616294700000005,1400,"(-20.464017300000002, -54.616294700000005)"
250.0,5.0,5.0,-22.9506298,-43.192821,10000,"(-22.9506298, -43.192821)"
152.0,,1.0,-22.983556,-43.224937700000005,12000,"(-22.983556, -43.224937700000005)"
36.0,1.0,1.0,-22.9332164,-43.2381453,1300,"(-22.9332164, -43.2381453)"
81.0,3.0,3.0,-23.0155789,-43.4480826,2200,"(-23.0155789, -43.4480826)"
30.0,1.0,1.0,-22.9248707,-43.1767511,1250,"(-22.9248707, -43.1767511)"
70.0,2.0,2.0,-22.9294089,-43.3756395,1150,"(-22.9294089, -43.3756395)"
107.0,,3.0,-22.9814243,-43.2383245,3900,"(-22.9814243, -43.2383245)"
60.0,,2.0,-22.8651899,-43.2527453,900,"(-22.8651899, -43.2527453)"
170.0,3.0,4.0,-23.0149238,-43.407209,6500,"(-23.0149238, -43.407209)"
70.0,1.0,2.0,-22.8919912,-43.27960820000001,1000,"(-22.8919912, -43.27960820000001)"
50.0,1.0,1.0,-22.9627039,-43.1767378,1700,"(-22.9627039, -43.1767378)"
65.0,2.0,2.0,-22.928988,-43.353419099999996,1190,"(-22.928988, -43.353419099999996)"
50.0,1.0,1.0,-22.9146714,-43.3938806,900,"(-22.9146714, -43.3938806)"
160.0,3.0,3.0,-22.98679,-43.2200859,7000,"(-22.98679, -43.2200859)"
60.0,1.0,1.0,-22.9322135,-43.1775978,2600,"(-22.9322135, -43.1775978)"
58.0,,2.0,-22.999740399999997,-43.3659929,1100,"(-22.999740399999997, -43.3659929)"
90.0,2.0,2.0,-22.9396582,-43.3369363,1300,"(-22.9396582, -43.3369363)"
75.0,2.0,2.0,-22.9163901,-43.2221112,2200,"(-22.9163901, -43.2221112)"
80.0,1.0,2.0,-22.975793300000007,-43.1912304,2000,"(-22.975793300000007, -43.1912304)"
56.0,1.0,2.0,-22.9023912,-43.258096,960,"(-22.9023912, -43.258096)"
45.0,1.0,1.0,-22.925157100000003,-43.23006760000001,1800,"(-22.925157100000003, -43.23006760000001)"
60.0,1.0,2.0,-23.005536,-43.428404,1250,"(-23.005536, -43.428404)"
78.0,2.0,2.0,-22.9315642,-43.2425412,1600,"(-22.9315642, -43.2425412)"
171.0,,4.0,-23.0066417,-43.4845412,2650,"(-23.0066417, -43.4845412)"
664.0,,5.0,-23.0149238,-43.407209,19000,"(-23.0149238, -43.407209)"
73.0,2.0,2.0,-22.9323641,-43.1821872,2600,"(-22.9323641, -43.1821872)"
40.0,1.0,1.0,-22.8966961,-43.3055126,650,"(-22.8966961, -43.3055126)"
340.0,1.0,3.0,-22.9862375,-43.2091782,22000,"(-22.9862375, -43.2091782)"
220.0,3.0,3.0,-22.9877577,-43.2286995,19900,"(-22.9877577, -43.2286995)"
90.0,2.0,3.0,-22.9831584,-43.2050161,3300,"(-22.9831584, -43.2050161)"
55.0,1.0,1.0,-22.9913592,-43.2675329,2989,"(-22.9913592, -43.2675329)"
70.0,1.0,3.0,-22.8936484,-43.2761179,900,"(-22.8936484, -43.2761179)"
70.0,1.0,2.0,-22.9149224,-43.3681271,1000,"(-22.9149224, -43.3681271)"
50.0,1.0,2.0,-22.9058008,-43.3101058,800,"(-22.9058008, -43.3101058)"
125.0,2.0,3.0,-22.975793300000007,-43.1912304,4500,"(-22.975793300000007, -43.1912304)"
54.0,1.0,2.0,-22.8445026,-43.299916,1100,"(-22.8445026, -43.299916)"
130.0,3.0,3.0,-22.9857245,-43.19650410000001,2500,"(-22.9857245, -43.19650410000001)"
82.0,2.0,2.0,-22.9685405,-43.18852639999999,3500,"(-22.9685405, -43.18852639999999)"
40.0,1.0,1.0,-22.8173066,-43.1782974,1000,"(-22.8173066, -43.1782974)"
135.0,3.0,3.0,-22.9767729,-43.1973679,4900,"(-22.9767729, -43.1973679)"
60.0,1.0,2.0,-22.9183909,-43.3971464,800,"(-22.9183909, -43.3971464)"
74.0,2.0,2.0,-22.9279379,-43.236188,1200,"(-22.9279379, -43.236188)"
65.0,,2.0,-22.930774600000003,-43.1868679,1950,"(-22.930774600000003, -43.1868679)"
65.0,1.0,2.0,-22.9290845,-43.25348579999999,1600,"(-22.9290845, -43.25348579999999)"
75.0,2.0,2.0,-22.9665038,-43.3713193,1050,"(-22.9665038, -43.3713193)"
67.0,1.0,1.0,-23.0149238,-43.407209,1900,"(-23.0149238, -43.407209)"
250.0,3.0,4.0,-22.9434938,-43.1613911,10000,"(-22.9434938, -43.1613911)"
83.0,2.0,2.0,-22.928988,-43.353419099999996,1100,"(-22.928988, -43.353419099999996)"
75.0,,2.0,-22.9550228,-43.1998851,3000,"(-22.9550228, -43.1998851)"
48.0,1.0,2.0,-22.9647764,-43.40202539999999,1200,"(-22.9647764, -43.40202539999999)"
90.0,2.0,3.0,-22.8110599,-43.1956299,2100,"(-22.8110599, -43.1956299)"
91.0,3.0,3.0,-22.9729585,-43.3822057,2400,"(-22.9729585, -43.3822057)"
110.0,3.0,3.0,-22.9535105,-43.1815368,4000,"(-22.9535105, -43.1815368)"
68.0,1.0,1.0,-22.9240387,-43.2344214,1400,"(-22.9240387, -43.2344214)"
104.0,3.0,3.0,-22.931799800000004,-43.2442237,2500,"(-22.931799800000004, -43.2442237)"
63.0,2.0,2.0,-23.0063466,-43.4358159,1500,"(-23.0063466, -43.4358159)"
67.0,2.0,2.0,-22.9777084,-43.4172388,1600,"(-22.9777084, -43.4172388)"
310.0,,4.0,-22.9803652,-43.2139765,28000,"(-22.9803652, -43.2139765)"
50.0,1.0,1.0,-23.0149238,-43.407209,1900,"(-23.0149238, -43.407209)"
103.0,1.0,2.0,-22.922873100000004,-43.227312100000006,1800,"(-22.922873100000004, -43.227312100000006)"
58.0,2.0,1.0,-22.9376678,-43.1750188,2250,"(-22.9376678, -43.1750188)"
50.0,1.0,2.0,-22.9077385,-43.2887029,1000,"(-22.9077385, -43.2887029)"
72.0,2.0,2.0,-22.999740399999997,-43.3659929,1500,"(-22.999740399999997, -43.3659929)"
78.0,2.0,2.0,-22.9077385,-43.2887029,1200,"(-22.9077385, -43.2887029)"
100.0,3.0,3.0,-23.0278361,-43.4690364,1950,"(-23.0278361, -43.4690364)"
159.0,3.0,3.0,-22.9349348,-43.1749799,4800,"(-22.9349348, -43.1749799)"
84.0,1.0,2.0,-23.0048388,-43.3662798,2100,"(-23.0048388, -43.3662798)"
101.0,3.0,3.0,-22.9533486,-43.189868,5000,"(-22.9533486, -43.189868)"
75.0,3.0,2.0,-23.013892,-43.4634254,2000,"(-23.013892, -43.4634254)"
75.0,2.0,3.0,-22.8825033,-43.301931,1500,"(-22.8825033, -43.301931)"
70.0,1.0,3.0,-22.880412600000003,-43.2836702,750,"(-22.880412600000003, -43.2836702)"
98.0,1.0,1.0,-22.8946879,-43.2675546,1000,"(-22.8946879, -43.2675546)"
75.0,2.0,2.0,-22.9279379,-43.236188,2000,"(-22.9279379, -43.236188)"
36.0,,1.0,-23.0014917,-43.6321467,600,"(-23.0014917, -43.6321467)"
80.0,1.0,2.0,-22.942635,-43.3336261,1450,"(-22.942635, -43.3336261)"
170.0,3.0,3.0,-22.983272600000006,-43.202763,6500,"(-22.983272600000006, -43.202763)"
95.0,3.0,3.0,-22.9557844,-43.1779417,3150,"(-22.9557844, -43.1779417)"
68.0,2.0,2.0,-22.8997237,-43.2858449,1200,"(-22.8997237, -43.2858449)"
84.0,2.0,2.0,-22.9805083,-43.2134793,3600,"(-22.9805083, -43.2134793)"
66.0,1.0,2.0,-22.975793300000007,-43.1912304,1800,"(-22.975793300000007, -43.1912304)"
250.0,3.0,3.0,-22.9387029,-43.17358170000001,7000,"(-22.9387029, -43.17358170000001)"
100.0,3.0,3.0,-22.924047,-43.23641660000001,3100,"(-22.924047, -43.23641660000001)"
180.0,4.0,4.0,-23.0149238,-43.407209,7000,"(-23.0149238, -43.407209)"
28.0,1.0,1.0,-19.9848225,-43.8443784,650,"(-19.9848225, -43.8443784)"
100.0,2.0,3.0,-22.9376678,-43.1750188,2500,"(-22.9376678, -43.1750188)"
70.0,1.0,2.0,-22.9662234,-43.3827688,2800,"(-22.9662234, -43.3827688)"
87.0,3.0,3.0,-23.021379,-43.485306,2600,"(-23.021379, -43.485306)"
380.0,4.0,3.0,-22.9803652,-43.2139765,25000,"(-22.9803652, -43.2139765)"
50.0,1.0,2.0,-22.886248100000003,-43.3062594,800,"(-22.886248100000003, -43.3062594)"
90.0,1.0,3.0,-22.9279379,-43.236188,1800,"(-22.9279379, -43.236188)"
30.0,1.0,1.0,-22.9628638,-43.1699883,1400,"(-22.9628638, -43.1699883)"
120.0,3.0,3.0,-23.018515100000002,-43.4634021,1800,"(-23.018515100000002, -43.4634021)"
97.0,2.0,1.0,-22.9855992,-43.1969718,8000,"(-22.9855992, -43.1969718)"
50.0,1.0,2.0,-22.9077385,-43.2887029,1200,"(-22.9077385, -43.2887029)"
84.0,3.0,2.0,-22.9777288,-43.224805,2900,"(-22.9777288, -43.224805)"
58.0,,2.0,-22.919845,-43.17533529999999,2200,"(-22.919845, -43.17533529999999)"
75.0,2.0,2.0,-22.88769,-43.3541676,1350,"(-22.88769, -43.3541676)"
102.0,1.0,3.0,-23.018515100000002,-43.4634021,2200,"(-23.018515100000002, -43.4634021)"
65.0,2.0,2.0,-22.9819833,-43.206933,4500,"(-22.9819833, -43.206933)"
60.0,2.0,2.0,-22.9251523,-43.3478346,1500,"(-22.9251523, -43.3478346)"
56.0,2.0,2.0,-22.969351,-43.4257664,1400,"(-22.969351, -43.4257664)"
70.0,,2.0,-22.94624115,-43.557178065955135,1300,"(-22.94624115, -43.557178065955135)"
55.0,1.0,1.0,-22.9859524,-43.1911156,2100,"(-22.9859524, -43.1911156)"
104.0,3.0,2.0,-23.0110407,-43.446195,2200,"(-23.0110407, -43.446195)"
98.0,3.0,2.0,-22.9380848,-43.342701,1200,"(-22.9380848, -43.342701)"
63.0,2.0,3.0,-22.969351,-43.4257664,1500,"(-22.969351, -43.4257664)"
80.0,3.0,2.0,-22.9624017,-43.2182329,2700,"(-22.9624017, -43.2182329)"
70.0,3.0,3.0,-22.9665038,-43.3713193,1600,"(-22.9665038, -43.3713193)"
103.0,3.0,3.0,-22.9215236,-43.2482053,2500,"(-22.9215236, -43.2482053)"
42.0,1.0,1.0,-22.9202866,-43.1815614,1800,"(-22.9202866, -43.1815614)"
52.0,1.0,1.0,-22.9293303,-43.2339884,1800,"(-22.9293303, -43.2339884)"
80.0,2.0,2.0,-22.8474488,-43.2657271,1200,"(-22.8474488, -43.2657271)"
75.0,2.0,2.0,-22.9070922,-43.3796248,1074,"(-22.9070922, -43.3796248)"
92.0,2.0,2.0,-22.7940287,-43.1837434,1600,"(-22.7940287, -43.1837434)"
56.0,2.0,2.0,-22.9215143,-43.2410925,2600,"(-22.9215143, -43.2410925)"
200.0,3.0,3.0,-22.9238765,-43.353022,2200,"(-22.9238765, -43.353022)"
67.0,2.0,3.0,-22.928988,-43.353419099999996,850,"(-22.928988, -43.353419099999996)"
85.0,3.0,2.0,-22.9335525,-43.1829814,3200,"(-22.9335525, -43.1829814)"
41.0,1.0,1.0,-22.934022100000004,-43.176146,2000,"(-22.934022100000004, -43.176146)"
63.0,2.0,2.0,-22.9332164,-43.2381453,2050,"(-22.9332164, -43.2381453)"
88.0,3.0,2.0,-23.018515100000002,-43.4634021,1700,"(-23.018515100000002, -43.4634021)"
70.0,2.0,2.0,-22.900502600000006,-43.2976489,1200,"(-22.900502600000006, -43.2976489)"
75.0,2.0,3.0,-22.9238765,-43.353022,1350,"(-22.9238765, -43.353022)"
72.0,,2.0,-22.9219495,-43.2345965,2200,"(-22.9219495, -43.2345965)"
70.0,2.0,2.0,-22.9159421,-43.23091270000001,1700,"(-22.9159421, -43.23091270000001)"
86.0,2.0,2.0,-22.8490188,-43.2703424,1250,"(-22.8490188, -43.2703424)"
75.0,2.0,2.0,-22.9375718,-43.3373098,1400,"(-22.9375718, -43.3373098)"
197.0,,3.0,-22.9997404,-43.3659929,6200,"(-22.9997404, -43.3659929)"
32.0,1.0,1.0,-22.9323641,-43.1821872,1500,"(-22.9323641, -43.1821872)"
160.0,3.0,3.0,-22.984592000000006,-43.2241076,9000,"(-22.984592000000006, -43.2241076)"
85.0,,2.0,-23.014309,-43.45027260000001,1600,"(-23.014309, -43.45027260000001)"
60.0,1.0,2.0,-22.9654545,-43.18084520000001,2000,"(-22.9654545, -43.18084520000001)"
108.0,3.0,3.0,-22.9251523,-43.3478346,800,"(-22.9251523, -43.3478346)"
240.0,,3.0,-23.018515100000002,-43.4634021,2250,"(-23.018515100000002, -43.4634021)"
88.0,3.0,2.0,-22.9215143,-43.2410925,1800,"(-22.9215143, -43.2410925)"
250.0,,4.0,-22.9862375,-43.2091782,26000,"(-22.9862375, -43.2091782)"
74.0,1.0,2.0,-22.8929679,-43.2788216,1000,"(-22.8929679, -43.2788216)"
69.0,3.0,2.0,-22.992185600000006,-43.421174,1600,"(-22.992185600000006, -43.421174)"
40.0,1.0,1.0,-22.899449800000006,-43.2786542,1200,"(-22.899449800000006, -43.2786542)"
108.0,5.0,3.0,-22.94884465,-43.179829096252966,5970,"(-22.94884465, -43.179829096252966)"
70.0,2.0,2.0,-23.0185151,-43.4634021,1600,"(-23.0185151, -43.4634021)"
180.0,1.0,2.0,-22.9248493,-43.3596031,1500,"(-22.9248493, -43.3596031)"
67.0,2.0,2.0,-22.9115444,-43.1910305,1650,"(-22.9115444, -43.1910305)"
35.0,1.0,1.0,-22.928988,-43.3534191,700,"(-22.928988, -43.3534191)"
70.0,1.0,2.0,-22.857947,-43.2536341,1000,"(-22.857947, -43.2536341)"
65.0,2.0,2.0,-22.9641285,-43.2174013,2400,"(-22.9641285, -43.2174013)"
59.0,1.0,1.0,-22.8997237,-43.2858449,950,"(-22.8997237, -43.2858449)"
93.0,,2.0,-23.0004173,-43.332459,3000,"(-23.0004173, -43.332459)"
70.0,4.0,3.0,-22.9165104,-43.3788967,1600,"(-22.9165104, -43.3788967)"
312.0,5.0,4.0,-22.9862375,-43.2091782,50000,"(-22.9862375, -43.2091782)"
47.0,2.0,1.0,-22.9617797,-43.2185343,3400,"(-22.9617797, -43.2185343)"
88.0,2.0,2.0,-22.9454241,-43.18079099640421,2200,"(-22.9454241, -43.18079099640421)"
37.0,2.0,1.0,-19.9848225,-43.8443784,700,"(-19.9848225, -43.8443784)"
168.0,2.0,3.0,-22.9865648,-43.2324401,13200,"(-22.9865648, -43.2324401)"
50.0,1.0,1.0,-5.1925915,-37.3476771,1000,"(-5.1925915, -37.3476771)"
48.0,1.0,2.0,-22.9026425,-43.281726299999995,1100,"(-22.9026425, -43.281726299999995)"
87.0,3.0,2.0,-23.0200683,-43.4642256,2200,"(-23.0200683, -43.4642256)"
110.0,3.0,2.0,-23.0149238,-43.407209,5200,"(-23.0149238, -43.407209)"
69.0,2.0,2.0,-22.9681327,-43.1830609,3000,"(-22.9681327, -43.1830609)"
67.0,1.0,2.0,-22.9709611,-43.3953514,1650,"(-22.9709611, -43.3953514)"
98.0,3.0,3.0,-22.981271300000003,-43.2004164,5500,"(-22.981271300000003, -43.2004164)"
78.0,3.0,3.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
71.0,1.0,2.0,-22.9770236,-43.230294,2500,"(-22.9770236, -43.230294)"
120.0,3.0,2.0,-22.9663701,-43.1901344,3650,"(-22.9663701, -43.1901344)"
88.0,2.0,1.0,-23.0185151,-43.4634021,2750,"(-23.0185151, -43.4634021)"
200.0,4.0,3.0,-23.0138747,-43.4472612,3500,"(-23.0138747, -43.4472612)"
40.0,1.0,1.0,-22.8698651,-43.2649184,700,"(-22.8698651, -43.2649184)"
230.0,5.0,3.0,-22.9766415,-43.188297,17000,"(-22.9766415, -43.188297)"
125.0,1.0,3.0,-22.9832566,-43.2265394,4200,"(-22.9832566, -43.2265394)"
46.0,1.0,1.0,-22.9104023,-43.1840864,1700,"(-22.9104023, -43.1840864)"
25.0,1.0,1.0,-22.873998999999998,-43.2613682,600,"(-22.873998999999998, -43.2613682)"
59.0,1.0,2.0,-22.9210288,-43.2609171,1200,"(-22.9210288, -43.2609171)"
65.0,1.0,1.0,-22.9173799,-43.18917929999999,1800,"(-22.9173799, -43.18917929999999)"
850.0,7.0,5.0,-22.9893716,-43.2275833,32000,"(-22.9893716, -43.2275833)"
114.0,3.0,3.0,-22.9121741,-43.2460158,1950,"(-22.9121741, -43.2460158)"
110.0,4.0,2.0,-22.9862375,-43.2091782,7000,"(-22.9862375, -43.2091782)"
86.0,3.0,2.0,-23.014309,-43.45027260000001,1600,"(-23.014309, -43.45027260000001)"
40.0,1.0,1.0,-22.9690461,-43.18946629999999,1200,"(-22.9690461, -43.18946629999999)"
34.0,1.0,1.0,-23.0149238,-43.407209,1400,"(-23.0149238, -43.407209)"
100.0,4.0,2.0,-22.9393527,-43.1745967,3700,"(-22.9393527, -43.1745967)"
81.0,1.0,2.0,-22.9382421,-43.3327874,1850,"(-22.9382421, -43.3327874)"
70.0,2.0,2.0,-22.9500463,-43.1910548,3000,"(-22.9500463, -43.1910548)"
67.0,2.0,2.0,-22.937072600000004,-43.3354416,1000,"(-22.937072600000004, -43.3354416)"
96.0,3.0,3.0,-22.8121859,-43.2078574,2000,"(-22.8121859, -43.2078574)"
255.0,5.0,4.0,-22.9865648,-43.2324401,15000,"(-22.9865648, -43.2324401)"
65.0,1.0,3.0,-22.9383865,-43.3691072,750,"(-22.9383865, -43.3691072)"
87.0,2.0,3.0,-23.01745,-43.4826994,1900,"(-23.01745, -43.4826994)"
91.0,2.0,2.0,-22.8049732,-43.219866107721046,1300,"(-22.8049732, -43.219866107721046)"
212.0,4.0,3.0,-22.9282465,-43.170790419174786,3700,"(-22.9282465, -43.170790419174786)"
130.0,2.0,3.0,-23.014309,-43.45027260000001,2190,"(-23.014309, -43.45027260000001)"
75.0,1.0,2.0,-23.0063466,-43.4358159,1700,"(-23.0063466, -43.4358159)"
140.0,3.0,3.0,-23.0149238,-43.407209,3100,"(-23.0149238, -43.407209)"
164.0,1.0,4.0,-22.9454241,-43.18079099640421,10000,"(-22.9454241, -43.18079099640421)"
75.0,2.0,2.0,-22.9530169,-43.1885829,2000,"(-22.9530169, -43.1885829)"
163.0,2.0,3.0,-22.9813398,-43.20901170000001,7500,"(-22.9813398, -43.20901170000001)"
43.0,1.0,1.0,-22.9312548,-43.1766407,2100,"(-22.9312548, -43.1766407)"
168.0,2.0,3.0,-23.0080982,-43.3146633,4500,"(-23.0080982, -43.3146633)"
51.0,1.0,2.0,-22.869601,-43.3410262,800,"(-22.869601, -43.3410262)"
75.0,1.0,3.0,-5.8121386,-35.823435700000005,1300,"(-5.8121386, -35.823435700000005)"
90.0,3.0,2.0,-23.0217033,-43.4559279,1600,"(-23.0217033, -43.4559279)"
212.0,2.0,4.0,-22.9719642,-43.1843432,9000,"(-22.9719642, -43.1843432)"
115.0,3.0,2.0,-23.0149238,-43.407209,6000,"(-23.0149238, -43.407209)"
50.0,1.0,1.0,-22.85035055,-43.24856791136922,900,"(-22.85035055, -43.24856791136922)"
166.0,4.0,4.0,-22.995678100000006,-43.25543070000001,4000,"(-22.995678100000006, -43.25543070000001)"
354.0,2.0,4.0,-22.9766415,-43.188297,9500,"(-22.9766415, -43.188297)"
62.0,1.0,2.0,-22.9195247,-43.2615033,1150,"(-22.9195247, -43.2615033)"
316.0,,4.0,-22.986987300000006,-43.1909986,17000,"(-22.986987300000006, -43.1909986)"
100.0,2.0,2.0,-22.9631893,-43.2225979,3500,"(-22.9631893, -43.2225979)"
91.0,2.0,3.0,-23.0066417,-43.4845412,1850,"(-23.0066417, -43.4845412)"
410.0,3.0,3.0,-22.9839557,-43.2022163,29000,"(-22.9839557, -43.2022163)"
45.0,1.0,1.0,-22.9818187,-43.4578117,1100,"(-22.9818187, -43.4578117)"
190.0,1.0,3.0,-22.9382421,-43.3327874,3000,"(-22.9382421, -43.3327874)"
118.0,3.0,2.0,-22.93394695,-43.33649233654077,1700,"(-22.93394695, -43.33649233654077)"
50.0,1.0,1.0,-22.9837378,-43.21888660000001,6500,"(-22.9837378, -43.21888660000001)"
78.0,2.0,3.0,-22.999740399999997,-43.3659929,1900,"(-22.999740399999997, -43.3659929)"
110.0,4.0,3.0,-22.945970300000006,-43.18828720000001,5297,"(-22.945970300000006, -43.18828720000001)"
65.0,2.0,2.0,-22.968515300000004,-43.1850961,1640,"(-22.968515300000004, -43.1850961)"
100.0,2.0,2.0,-23.0166436,-43.4687359,2150,"(-23.0166436, -43.4687359)"
90.0,2.0,2.0,-22.9436132,-43.1858805,3000,"(-22.9436132, -43.1858805)"
139.0,2.0,2.0,-23.0147819,-43.4610052,1900,"(-23.0147819, -43.4610052)"
48.0,1.0,2.0,-22.9009336,-43.3492341,500,"(-22.9009336, -43.3492341)"
100.0,2.0,3.0,-23.0040168,-43.3247702,2600,"(-23.0040168, -43.3247702)"
90.0,1.0,2.0,-23.0217927,-43.4621779,1600,"(-23.0217927, -43.4621779)"
76.0,2.0,2.0,-22.981271300000003,-43.2004164,3800,"(-22.981271300000003, -43.2004164)"
56.0,1.0,2.0,-15.5078459,-41.2352684,1500,"(-15.5078459, -41.2352684)"
77.0,3.0,3.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
43.0,,2.0,-22.9191815,-43.6155325,550,"(-22.9191815, -43.6155325)"
67.0,2.0,2.0,-22.9612316,-43.1911964,2400,"(-22.9612316, -43.1911964)"
90.0,2.0,3.0,-22.9709611,-43.3953514,2200,"(-22.9709611, -43.3953514)"
