address,areas,bathrooms,bedrooms,parking-spaces,zap_price_pmo,zap_price_cls,zap_price_iptu,latitude,longitude,street,neighborhood,r$_pmo,usd_pmo
"Rua Comendador Soares, Centro",61 m²,2.0,2.0,1.0,R$ 1.800 /mês,condomínio R$ 600,IPTU R$ 80,-22.7604893,-43.4560811,Rua Comendador Soares, Centro,1800,418.4
"Avenida José Luiz Ferraz, Recreio dos Bandeirantes",70 m²,2.0,2.0,1.0,R$ 1.800 /mês,condomínio R$ 1.000,IPTU R$ 185,-23.0217111,-43.486967799999995,Avenida José Luiz Ferraz, Recreio dos Bandeirantes,1800,418.4
"Rua Prudente de Morais, Ipanema",86 m²,2.0,2.0,1.0,R$ 12.000 /mês,condomínio R$ 4.348,IPTU R$ 813,-22.9855992,-43.1969718,Rua Prudente de Morais, Ipanema,12000,2789.35
"Rua Marquês de São Vicente, Gávea",101 m²,,3.0,1.0,R$ 3.400 /mês,condomínio R$ 1.105,IPTU R$ 409,-22.9770236,-43.230294,Rua Marquês de São Vicente, Gávea,3400,790.32
"Rua Conde de Porto Alegre, Rocha",50 m²,1.0,1.0,,R$ 1.100 /mês,condomínio R$ 250,IPTU R$ 22,-22.8979639,-43.2504148,Rua Conde de Porto Alegre, Rocha,1100,255.69
"Rua Alberto de Campos, Ipanema",36 m²,1.0,1.0,,R$ 2.350.000 /mês,condomínio R$ 550,IPTU R$ 79,-22.981271300000003,-43.2004164,Rua Alberto de Campos, Ipanema,2350000,546248.1
"Rua Aristídes Lôbo, Estácio",70 m²,2.0,2.0,1.0,R$ 1.500 /mês,condomínio R$ 942,IPTU R$ 50,-22.9166361,-43.2097521,Rua Aristídes Lôbo, Estácio,1500,348.67
"Rua Anchieta, Leme",140 m²,1.0,3.0,,R$ 3.300 /mês,condomínio R$ 1.581,IPTU R$ 443,-22.9636043,-43.1696615,Rua Anchieta, Leme,3300,767.07
"Rua José Linhares, Leblon",200 m²,6.0,4.0,2.0,R$ 11.000 /mês,condomínio R$ 6.000,IPTU R$ 935,-22.9840518,-43.221537899999994,Rua José Linhares, Leblon,11000,2556.91
"Avenida Rui Barbosa, Flamengo",280 m²,2.0,4.0,2.0,R$ 7.000 /mês,condomínio R$ 2.200,IPTU R$ 400,-22.9387029,-43.17358170000001,Avenida Rui Barbosa, Flamengo,7000,1627.12
"Praça Antônio Callado, Barra da Tijuca",81 m²,3.0,3.0,,R$ 2.200 /mês,condomínio R$ 1.415,IPTU R$ 265,-23.002106100000002,-43.39327614523657,Praça Antônio Callado, Barra da Tijuca,2200,511.38
"Rua Santa Alexandrina, Rio Comprido",82 m²,1.0,2.0,1.0,R$ 1.500 /mês,condomínio R$ 800,IPTU R$ 40,-22.9344154,-43.2100703,Rua Santa Alexandrina, Rio Comprido,1500,348.67
"Avenida Braz de Pina, Penha Circular",58 m²,2.0,2.0,1.0,R$ 950 /mês,condomínio R$ 550,IPTU R$ 101,-22.8326425,-43.2842228,Avenida Braz de Pina, Penha Circular,950,220.82
"Rua Adalberto Ferreira, Leblon",120 m²,,2.0,,R$ 10.500 /mês,condomínio R$ 1.565,IPTU R$ 699,-22.9798663,-43.222772799999994,Rua Adalberto Ferreira, Leblon,10500,2440.68
"Avenida Lúcio Costa, Barra da Tijuca",143 m²,3.0,3.0,2.0,R$ 5.000 /mês,condomínio R$ 2.120,IPTU R$ 856,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,5000,1162.23
"Rua do Bispo, Rio Comprido",66 m²,1.0,1.0,1.0,R$ 1.500 /mês,condomínio R$ 576,IPTU R$ 53,-22.9247841,-43.2096901,Rua do Bispo, Rio Comprido,1500,348.67
"Avenida Rui Barbosa, Flamengo",250 m²,3.0,3.0,1.0,R$ 7.000 /mês,condomínio R$ 1.640,IPTU R$ 860,-22.9387029,-43.17358170000001,Avenida Rui Barbosa, Flamengo,7000,1627.12
"Rua Visconde de Santa Isabel, Vila Isabel",52 m²,1.0,1.0,2.0,R$ 1.400 /mês,condomínio R$ 500,,-22.917009,-43.25892879999999,Rua Visconde de Santa Isabel, Vila Isabel,1400,325.42
"Ipanema, Rio de Janeiro",180 m²,3.0,4.0,1.0,R$ 12.850 /mês,condomínio R$ 2.900,IPTU R$ 1.250,-22.9839557,-43.202216299999996,Ipanema, Rio de Janeiro,12850,2986.93
"Rua Ipanema, Barra da Tijuca",161 m²,2.0,3.0,2.0,R$ 4.500 /mês,condomínio R$ 2.478,IPTU R$ 451,-23.0011303,-43.3608268,Rua Ipanema, Barra da Tijuca,4500,1046.01
"Avenida Malibu, Barra da Tijuca",65 m²,,1.0,1.0,R$ 2.350 /mês,,,-23.0015257,-43.395351700000006,Avenida Malibu, Barra da Tijuca,2350,546.25
"Rua Correa Dutra, Flamengo",44 m²,,1.0,1.0,R$ 2.000 /mês,condomínio R$ 720,IPTU R$ 118,-22.928182500000002,-43.1748537,Rua Correa Dutra, Flamengo,2000,464.89
"Rua Figueiredo Magalhães, Copacabana",30 m²,1.0,1.0,,R$ 1.200 /mês,condomínio R$ 850,IPTU R$ 60,-22.9674748,-43.187453600000005,Rua Figueiredo Magalhães, Copacabana,1200,278.94
"Rua Evandro de Castro Lima, Recreio dos Bandeirantes",76 m²,2.0,2.0,1.0,R$ 1.700 /mês,condomínio R$ 785,IPTU R$ 113,-23.0255504,-43.490526200000005,Rua Evandro de Castro Lima, Recreio dos Bandeirantes,1700,395.16
"Avenida Niemeyer, São Conrado",133 m²,2.0,3.0,1.0,R$ 3.500 /mês,condomínio R$ 1.606,IPTU R$ 340,-22.9986176,-43.2529098,Avenida Niemeyer, São Conrado,3500,813.56
"Rua Marquês de São Vicente, Gávea",75 m²,2.0,2.0,1.0,R$ 4.400 /mês,condomínio R$ 830,IPTU R$ 1.745,-22.9770236,-43.230294,Rua Marquês de São Vicente, Gávea,4400,1022.76
"Rua Soldado Constantino Maroqui, Pedra de Guaratiba",169 m²,2.0,2.0,,R$ 850 /mês,condomínio R$ 150,IPTU R$ 134,-23.0018092,-43.6260636,Rua Soldado Constantino Maroqui, Pedra de Guaratiba,850,197.58
"Avenida das Américas, Recreio dos Bandeirantes",70 m²,1.0,3.0,1.0,R$ 1.600 /mês,condomínio R$ 1.000,IPTU R$ 183,-23.0063466,-43.4358159,Avenida das Américas, Recreio dos Bandeirantes,1600,371.91
"Rua Murundu, Padre Miguel",52 m²,1.0,2.0,1.0,R$ 850 /mês,,,-22.8878289,-43.4440807,Rua Murundu, Padre Miguel,850,197.58
"Estrada do Rio Grande, Jacarepaguá",200 m²,3.0,3.0,2.0,R$ 2.500 /mês,condomínio R$ 462,IPTU R$ 250,-22.9182569,-43.3964923,Estrada do Rio Grande, Jacarepaguá,2500,581.12
"Rua Babaçu, Jardim Guanabara",54 m²,1.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 385,IPTU R$ 82,-22.8142113,-43.1951416,Rua Babaçu, Jardim Guanabara,1200,278.94
"Avenida Salvador Allende, Recreio dos Bandeirantes",87 m²,2.0,3.0,2.0,R$ 1.800 /mês,condomínio R$ 1.200,IPTU R$ 200,-22.9966799,-43.4249176,Avenida Salvador Allende, Recreio dos Bandeirantes,1800,418.4
"Rua Artur Tavares da Silva, Realengo",80 m²,1.0,2.0,,R$ 1.000 /mês,,,-22.8772743,-43.4301032,Rua Artur Tavares da Silva, Realengo,1000,232.45
"Avenida Pepe, Barra da Tijuca",91 m²,2.0,2.0,1.0,R$ 4.900 /mês,condomínio R$ 3.427,IPTU R$ 622,-23.0143229,-43.2972041,Avenida Pepe, Barra da Tijuca,4900,1138.99
"Rua Brigadeiro João Manuel, Tanque",85 m²,1.0,2.0,1.0,R$ 1.200 /mês,IPTU R$ 54,,-22.9166067,-43.3698172,Rua Brigadeiro João Manuel, Tanque,1200,278.94
"Rua Maria Quitéria, Ipanema",152 m²,3.0,4.0,2.0,R$ 6.000 /mês,condomínio R$ 2.200,IPTU R$ 750,-22.9864374,-43.20719879999999,Rua Maria Quitéria, Ipanema,6000,1394.68
"Rua Pesqueira, Bonsucesso",35 m²,1.0,1.0,,R$ 850 /mês,IPTU R$ 14,,-22.870264399999996,-43.251275899999996,Rua Pesqueira, Bonsucesso,850,197.58
"Rua João Líra, Leblon",150 m²,3.0,3.0,1.0,R$ 12.000 /mês,condomínio R$ 224.600,IPTU R$ 62.800,-22.984189699999998,-43.2223282,Rua João Líra, Leblon,12000,2789.35
"Rua Basílio de Brito, Cachambi",78 m²,2.0,2.0,1.0,R$ 1.000 /mês,condomínio R$ 650,,-22.8887124,-43.268156299999994,Rua Basílio de Brito, Cachambi,1000,232.45
"Avenida Epitácio Pessoa, Ipanema",80 m²,2.0,2.0,1.0,R$ 3.500 /mês,condomínio R$ 1.160,,-22.9805083,-43.213479299999996,Avenida Epitácio Pessoa, Ipanema,3500,813.56
"Rua Joaquim Nabuco, Copacabana",212 m²,4.0,4.0,2.0,R$ 9.000 /mês,condomínio R$ 2.200,IPTU R$ 914,-22.9862574,-43.1922967,Rua Joaquim Nabuco, Copacabana,9000,2092.01
"Avenida Epitácio Pessoa, Ipanema",120 m²,2.0,2.0,1.0,R$ 8.000 /mês,condomínio R$ 3.699,IPTU R$ 574,-22.9805083,-43.213479299999996,Avenida Epitácio Pessoa, Ipanema,8000,1859.57
"Avenida Vice-Presidente José Alencar, Jacarepaguá",113 m²,2.0,3.0,2.0,R$ 4.000 /mês,condomínio R$ 1.750,IPTU R$ 200,-22.9662234,-43.382768799999994,Avenida Vice-Presidente José Alencar, Jacarepaguá,4000,929.78
"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",72 m²,2.0,2.0,1.0,R$ 3.000 /mês,condomínio R$ 926,IPTU R$ 130,-22.9732812,-43.379219299999995,Avenida Embaixador Abelardo Bueno, Barra da Tijuca,3000,697.34
"Avenida Flamboyants da Península, Barra da Tijuca",77 m²,2.0,2.0,2.0,R$ 2.700 /mês,condomínio R$ 1.350,IPTU R$ 225,-22.988339899999996,-43.3529408,Avenida Flamboyants da Península, Barra da Tijuca,2700,627.6
"Rua José Linhares, Leblon",205 m²,4.0,4.0,1.0,R$ 13.000 /mês,condomínio R$ 6.000,IPTU R$ 1.214,-22.9840518,-43.221537899999994,Rua José Linhares, Leblon,13000,3021.8
"Rua Filomena Nunes, Olaria",63 m²,2.0,2.0,1.0,R$ 1.100 /mês,condomínio R$ 462,IPTU R$ 28,-22.841664,-43.2644477,Rua Filomena Nunes, Olaria,1100,255.69
"Rua Leopoldino Bastos, Engenho Novo",79 m²,2.0,2.0,,R$ 790 /mês,condomínio R$ 700,IPTU R$ 54,-22.9137898,-43.2662065,Rua Leopoldino Bastos, Engenho Novo,790,183.63
"Rua José Américo de Almeida, Recreio dos Bandeirantes",144 m²,3.0,3.0,3.0,R$ 2.800 /mês,condomínio R$ 823,IPTU R$ 382,-23.0185151,-43.4634021,Rua José Américo de Almeida, Recreio dos Bandeirantes,2800,650.85
"Rua Marechal Antônio Sousa, Jardim América",26 m²,1.0,1.0,,R$ 700 /mês,IPTU R$ 10,,-22.8147968,-43.3181717,Rua Marechal Antônio Sousa, Jardim América,700,162.71
"Avenida Geremário Dantas, Pechincha",59 m²,2.0,2.0,1.0,R$ 1.100 /mês,condomínio R$ 500,IPTU R$ 100,-22.9248493,-43.3596031,Avenida Geremário Dantas, Pechincha,1100,255.69
"Rua Lópes Ferreira, Irajá",60 m²,,2.0,,R$ 1.000 /mês,IPTU R$ 10,,-22.849624300000002,-43.3354635,Rua Lópes Ferreira, Irajá,1000,232.45
"Rua Geminiano Gois, Freguesia (Jacarepaguá)",176 m²,2.0,3.0,2.0,R$ 2.900 /mês,condomínio R$ 1.400,IPTU R$ 2.300,-22.937072600000004,-43.3354416,Rua Geminiano Gois, Freguesia (Jacarepaguá),2900,674.09
"Rua Vilela Tavares, Méier",108 m²,3.0,3.0,2.0,R$ 2.500 /mês,condomínio R$ 1.183,IPTU R$ 209,-22.907383199999998,-43.2876155,Rua Vilela Tavares, Méier,2500,581.12
"Rua Timóteo da Costa, Leblon",450 m²,3.0,3.0,4.0,R$ 15.000 /mês,condomínio R$ 3.200,IPTU R$ 1.150,-22.984338600000005,-43.2328045,Rua Timóteo da Costa, Leblon,15000,3486.69
"Rua Figueiredo de Magalhães, Copacabana",52 m²,1.0,2.0,,R$ 1.900 /mês,condomínio R$ 800,IPTU R$ 438,-22.969034100000002,-43.187025899999995,Rua Figueiredo de Magalhães, Copacabana,1900,441.65
"Rua Doutor Celestino, Centro",80 m²,2.0,1.0,,R$ 600 /mês,condomínio R$ 806,IPTU R$ 99,-22.8953827,-43.115416700000004,Rua Doutor Celestino, Centro,600,139.47
"Rua Teodoro da Silva, Vila Isabel",70 m²,2.0,2.0,1.0,R$ 1.200 /mês,condomínio R$ 658,IPTU R$ 98,-22.917662399999998,-43.245957700000005,Rua Teodoro da Silva, Vila Isabel,1200,278.94
"Rua Amaral, Andaraí",90 m²,2.0,2.0,1.0,R$ 1.600 /mês,condomínio R$ 1.051,IPTU R$ 143,-22.92292,-43.244423700000006,Rua Amaral, Andaraí,1600,371.91
"Rua Farme de Amoedo, Ipanema",280 m²,3.0,4.0,2.0,R$ 14.000 /mês,condomínio R$ 3.600,IPTU R$ 1.200,-22.9843423,-43.2007642,Rua Farme de Amoedo, Ipanema,14000,3254.24
"Rua das Laranjeiras, Laranjeiras",95 m²,,2.0,1.0,R$ 2.800 /mês,condomínio R$ 1.300,,-22.9323641,-43.1821872,Rua das Laranjeiras, Laranjeiras,2800,650.85
"Rua Intendente Cunha Menezes, Méier",61 m²,1.0,2.0,1.0,R$ 850 /mês,condomínio R$ 609,IPTU R$ 48,-22.905018300000002,-43.2907075,Rua Intendente Cunha Menezes, Méier,850,197.58
"Avenida Prefeito Mendes de Morais, São Conrado",450 m²,7.0,4.0,4.0,R$ 18.000 /mês,condomínio R$ 6.500,IPTU R$ 3.300,-22.9997388,-43.2684256,Avenida Prefeito Mendes de Morais, São Conrado,18000,4184.03
"Avenida Atlântica, Copacabana",680 m²,5.0,4.0,3.0,R$ 27.000 /mês,condomínio R$ 6.500,IPTU R$ 3.000,-22.9766415,-43.188297,Avenida Atlântica, Copacabana,27000,6276.04
"Praia do Flamengo, Flamengo",235 m²,,3.0,,R$ 17.000 /mês,condomínio R$ 2.350,IPTU R$ 690,-22.9282465,-43.17079041917478,Praia do Flamengo, Flamengo,17000,3951.58
"Rua Redentor, Ipanema",166 m²,2.0,3.0,1.0,R$ 7.500 /mês,condomínio R$ 1.882,IPTU R$ 784,-22.9821776,-43.2133851,Rua Redentor, Ipanema,7500,1743.35
"Rua Décio Vilares, Copacabana",117 m²,1.0,2.0,,R$ 3.000 /mês,condomínio R$ 550,IPTU R$ 44,-22.9663701,-43.1901344,Rua Décio Vilares, Copacabana,3000,697.34
"Rua Gago Coutinho, Laranjeiras",350 m²,,4.0,1.0,R$ 10.000 /mês,condomínio R$ 2.400,,-22.9318016,-43.1823899,Rua Gago Coutinho, Laranjeiras,10000,2324.46
"Rua dos Inválidos, Centro",50 m²,1.0,1.0,,R$ 1.300 /mês,condomínio R$ 495,IPTU R$ 62,-22.9095503,-43.185598999999996,Rua dos Inválidos, Centro,1300,302.18
"Pechincha, Rio de Janeiro",70 m²,1.0,2.0,1.0,R$ 1.400 /mês,condomínio R$ 594,IPTU R$ 44,-22.928988,-43.353419099999996,Pechincha, Rio de Janeiro,1400,325.42
"Rua Coronel Paulo Malta Rezende, Barra da Tijuca",64 m²,1.0,2.0,1.0,R$ 2.200 /mês,condomínio R$ 765,IPTU R$ 235,-23.004933800000003,-43.3312167,Rua Coronel Paulo Malta Rezende, Barra da Tijuca,2200,511.38
"Rua Bulhões de Carvalho, Copacabana",130 m²,3.0,2.0,1.0,R$ 5.000 /mês,condomínio R$ 1.161,IPTU R$ 253,-22.985511,-43.19287620000001,Rua Bulhões de Carvalho, Copacabana,5000,1162.23
"Rua Pinto Teles, Praça Seca",64 m²,,2.0,1.0,R$ 1.000 /mês,condomínio R$ 255,IPTU R$ 17,-22.88537,-43.352706500000004,Rua Pinto Teles, Praça Seca,1000,232.45
"Rua Olímpia do Couto, Pechincha",69 m²,1.0,2.0,1.0,R$ 1.500 /mês,condomínio R$ 624,IPTU R$ 53,-22.934253100000003,-43.351368900000004,Rua Olímpia do Couto, Pechincha,1500,348.67
"Rua Paulo Moura, Barra da Tijuca",82 m²,3.0,2.0,1.0,R$ 2.500 /mês,condomínio R$ 950,IPTU R$ 290,-22.9920076,-43.4023471,Rua Paulo Moura, Barra da Tijuca,2500,581.12
"Rua Florianópolis, Praça Seca",65 m²,2.0,2.0,1.0,R$ 650 /mês,condomínio R$ 535,IPTU R$ 54,-22.9014952,-43.3525042,Rua Florianópolis, Praça Seca,650,151.09
"Rua Mariz e Barros, Tijuca",94 m²,4.0,2.0,1.0,R$ 2.800 /mês,condomínio R$ 421,IPTU R$ 212,-22.9130141,-43.216724799999994,Rua Mariz e Barros, Tijuca,2800,650.85
"Jacarepaguá, Rio de Janeiro",60 m²,2.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 575,IPTU R$ 71,-22.9665038,-43.371319299999996,Jacarepaguá, Rio de Janeiro,1300,302.18
"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca",60 m²,2.0,1.0,1.0,R$ 1.950 /mês,condomínio R$ 643,IPTU R$ 700,-22.9219495,-43.2345965,Rua Engenheiro Enaldo Cravo Peixoto, Tijuca,1950,453.27
"Rua Jacui, Braz de Pina",70 m²,2.0,2.0,,R$ 800 /mês,condomínio R$ 200,,-22.8355116,-43.3182064,Rua Jacui, Braz de Pina,800,185.96
"Rua Franco Zampari, Jacarepaguá",78 m²,2.0,2.0,1.0,R$ 2.600 /mês,condomínio R$ 809,IPTU R$ 158,-22.9757782,-43.373473,Rua Franco Zampari, Jacarepaguá,2600,604.36
"Rua Doutor Padilha, Engenho de Dentro",65 m²,,2.0,1.0,R$ 1.390 /mês,condomínio R$ 522,IPTU R$ 56,-22.892945,-43.2891639,Rua Doutor Padilha, Engenho de Dentro,1390,323.1
"Rua Francisco Fragoso, Encantado",70 m²,2.0,2.0,,R$ 900 /mês,condomínio R$ 200,,-22.8974155,-43.307092100000006,Rua Francisco Fragoso, Encantado,900,209.2
"Rua Tirol, Freguesia (Jacarepaguá)",84 m²,2.0,2.0,2.0,R$ 1.400 /mês,condomínio R$ 550,,-22.9396582,-43.3369363,Rua Tirol, Freguesia (Jacarepaguá),1400,325.42
"Rua Alcides Lima, Jacarepaguá",70 m²,2.0,2.0,1.0,R$ 1.590 /mês,condomínio R$ 360,IPTU R$ 82,-22.9451467,-43.3374151,Rua Alcides Lima, Jacarepaguá,1590,369.59
"Rua Queiros Júnior, Jacarepaguá",70 m²,2.0,2.0,1.0,R$ 2.300 /mês,condomínio R$ 791,IPTU R$ 99,-22.970812600000002,-43.3943784,Rua Queiros Júnior, Jacarepaguá,2300,534.63
"Rua General Bruce, São Cristóvão",54 m²,2.0,2.0,1.0,R$ 1.600 /mês,condomínio R$ 630,IPTU R$ 40,-22.8947555,-43.2215672,Rua General Bruce, São Cristóvão,1600,371.91
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",92 m²,3.0,2.0,1.0,R$ 2.600 /mês,condomínio R$ 1.400,IPTU R$ 240,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,2600,604.36
"Rua Carlos de Laet, Tijuca",71 m²,2.0,2.0,1.0,R$ 1.700 /mês,condomínio R$ 760,IPTU R$ 163,-22.9264873,-43.2362387,Rua Carlos de Laet, Tijuca,1700,395.16
"Avenida Afrânio de Melo Franco, Leblon",134 m²,4.0,4.0,2.0,R$ 6.500 /mês,condomínio R$ 1.800,IPTU R$ 539,-22.9790043,-43.21843320000001,Avenida Afrânio de Melo Franco, Leblon,6500,1510.9
"Rua Barão da Torre, Ipanema",150 m²,2.0,3.0,1.0,R$ 4.000 /mês,condomínio R$ 1.700,IPTU R$ 300,-22.983158399999997,-43.2050161,Rua Barão da Torre, Ipanema,4000,929.78
"Jardim Guanabara, Rio de Janeiro",92 m²,2.0,3.0,2.0,R$ 1.700 /mês,condomínio R$ 656,IPTU R$ 147,-22.8128362,-43.2007792,Jardim Guanabara, Rio de Janeiro,1700,395.16
"Estrada dos Bandeirantes, Camorim",51 m²,2.0,2.0,1.0,R$ 1.300 /mês,condomínio R$ 620,IPTU R$ 91,-22.978555800000002,-43.4178749,Estrada dos Bandeirantes, Camorim,1300,302.18
"Rua Desembargador Oldemar Pacheco, Vista Alegre",70 m²,2.0,2.0,1.0,R$ 1.500 /mês,condomínio R$ 250,IPTU R$ 30,-22.8306464,-43.3137382,Rua Desembargador Oldemar Pacheco, Vista Alegre,1500,348.67
"Avenida Afonso Arinos de Melo Franco, Barra da Tijuca",72 m²,,2.0,1.0,R$ 2.100 /mês,condomínio R$ 1.130,IPTU R$ 240,-22.9997404,-43.3659929,Avenida Afonso Arinos de Melo Franco, Barra da Tijuca,2100,488.14
"Rua da Passagem, Botafogo",50 m²,1.0,1.0,1.0,R$ 2.000 /mês,condomínio R$ 557,IPTU R$ 112,-22.9535105,-43.181536799999996,Rua da Passagem, Botafogo,2000,464.89
"Rua do Humaitá, Humaitá",120 m²,3.0,3.0,2.0,R$ 4.500 /mês,condomínio R$ 1.100,IPTU R$ 280,-27.5660564,-53.9719817,Rua do Humaitá, Humaitá,4500,1046.01
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",80 m²,1.0,1.0,1.0,R$ 3.300 /mês,condomínio R$ 705,IPTU R$ 250,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,3300,767.07
"Rua Samuel das Neves, Pechincha",56 m²,2.0,2.0,1.0,R$ 1.600 /mês,condomínio R$ 520,IPTU R$ 650,-22.927716699999998,-43.359089600000004,Rua Samuel das Neves, Pechincha,1600,371.91
"Estrada do Vidigal, Vidigal",50 m²,1.0,1.0,1.0,R$ 1.700 /mês,,,-22.989396600000003,-43.2304766,Estrada do Vidigal, Vidigal,1700,395.16
"Rua Capitão Machado, Praça Seca",60 m²,1.0,2.0,1.0,R$ 800 /mês,condomínio R$ 310,IPTU R$ 20,-22.896601399999998,-43.3447441,Rua Capitão Machado, Praça Seca,800,185.96
"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",65 m²,2.0,2.0,1.0,R$ 2.300 /mês,condomínio R$ 1.100,IPTU R$ 200,-23.0048388,-43.366279799999994,Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca,2300,534.63
"Rua Assunção, Botafogo",86 m²,2.0,2.0,1.0,R$ 3.600 /mês,condomínio R$ 950,IPTU R$ 258,-22.943613199999998,-43.185880499999996,Rua Assunção, Botafogo,3600,836.81
"Rua Homem de Melo, Tijuca",80 m²,4.0,2.0,2.0,R$ 3.000 /mês,condomínio R$ 800,IPTU R$ 400,-22.9332703,-43.237241,Rua Homem de Melo, Tijuca,3000,697.34
"Rua Morais e Silva, Maracanã",100 m²,2.0,3.0,2.0,R$ 3.100 /mês,condomínio R$ 786,IPTU R$ 106,-22.912447600000004,-43.2220924,Rua Morais e Silva, Maracanã,3100,720.58
"Rua Aroazes, Jacarepaguá",78 m²,2.0,3.0,1.0,R$ 1.800 /mês,condomínio R$ 800,IPTU R$ 151,-22.9709611,-43.395351399999996,Rua Aroazes, Jacarepaguá,1800,418.4
"Rua Mearim, Grajaú",100 m²,1.0,2.0,1.0,R$ 1.400 /mês,condomínio R$ 512,IPTU R$ 154,-22.920916300000002,-43.2629986,Rua Mearim, Grajaú,1400,325.42
"Rua Jorge Rudge, Vila Isabel",72 m²,1.0,2.0,1.0,R$ 1.350 /mês,condomínio R$ 655,IPTU R$ 93,-22.912677600000002,-43.23876679999999,Rua Jorge Rudge, Vila Isabel,1350,313.8
"Avenida Gilberto Amado, Barra da Tijuca",210 m²,1.0,4.0,3.0,R$ 4.500 /mês,condomínio R$ 1.400,IPTU R$ 672,-23.0132586,-43.298108500000005,Avenida Gilberto Amado, Barra da Tijuca,4500,1046.01
"Rua Carvalho Azevedo, Lagoa",280 m²,2.0,4.0,2.0,R$ 10.000 /mês,condomínio R$ 3.818,IPTU R$ 1.026,-22.9641329,-43.2028646,Rua Carvalho Azevedo, Lagoa,10000,2324.46
"Avenida Nossa Senhora de Copacabana, Copacabana",41 m²,1.0,1.0,,R$ 1.850 /mês,condomínio R$ 550,IPTU R$ 53,-22.968132699999998,-43.1830609,Avenida Nossa Senhora de Copacabana, Copacabana,1850,430.03
"Rua Mariz e Barros, Tijuca",60 m²,2.0,2.0,,R$ 1.400 /mês,condomínio R$ 550,IPTU R$ 26,-22.9130141,-43.216724799999994,Rua Mariz e Barros, Tijuca,1400,325.42
"Estrada Pau-ferro, Pechincha",65 m²,2.0,1.0,1.0,R$ 1.000 /mês,condomínio R$ 500,IPTU R$ 40,-22.928988,-43.3534191,Estrada Pau-ferro, Pechincha,1000,232.45
"Rua Vilela Tavares, Méier",82 m²,2.0,3.0,1.0,R$ 1.200 /mês,condomínio R$ 750,IPTU R$ 80,-22.907383199999998,-43.2876155,Rua Vilela Tavares, Méier,1200,278.94
"Estrada do Barro Vermelho, Rocha Miranda",57 m²,2.0,1.0,1.0,R$ 850 /mês,condomínio R$ 344,IPTU R$ 82,-22.8472129,-43.340518599999996,Estrada do Barro Vermelho, Rocha Miranda,850,197.58
"Rua Pompeu Loureiro, Copacabana",103 m²,1.0,3.0,1.0,R$ 3.200 /mês,condomínio R$ 900,IPTU R$ 3.500,-22.975583899999997,-43.193523600000006,Rua Pompeu Loureiro, Copacabana,3200,743.83
"Rua Antônio Parreiras, Ipanema",55 m²,2.0,2.0,,R$ 2.900 /mês,condomínio R$ 1.358,IPTU R$ 117,-22.9838087,-43.1952591,Rua Antônio Parreiras, Ipanema,2900,674.09
"Rua Henrique Scheid, Engenho de Dentro",48 m²,1.0,2.0,,R$ 850 /mês,condomínio R$ 509,IPTU R$ 51,-22.889453200000002,-43.2898959,Rua Henrique Scheid, Engenho de Dentro,850,197.58
"Rua Marialva, Higienópolis",45 m²,1.0,1.0,,R$ 700 /mês,,,-22.8698509,-43.2674381,Rua Marialva, Higienópolis,700,162.71
"Rua Grajaú, Grajaú",84 m²,1.0,2.0,1.0,R$ 1.600 /mês,condomínio R$ 656,IPTU R$ 100,-22.923590700000002,-43.2617675,Rua Grajaú, Grajaú,1600,371.91
"Rua J. Carlos, Jardim Botânico",105 m²,1.0,3.0,1.0,R$ 3.700 /mês,condomínio R$ 1.640,IPTU R$ 383,-22.9600532,-43.208837,Rua J. Carlos, Jardim Botânico,3700,860.05
"Avenida Oswaldo Cruz, Flamengo",208 m²,5.0,4.0,1.0,R$ 3.900 /mês,condomínio R$ 2.322,IPTU R$ 551,-22.9393527,-43.1745967,Avenida Oswaldo Cruz, Flamengo,3900,906.54
"Rua José Linhares, Leblon",85 m²,1.0,2.0,,R$ 3.500 /mês,condomínio R$ 689,IPTU R$ 313,-22.9840518,-43.221537899999994,Rua José Linhares, Leblon,3500,813.56
"Recreio dos Bandeirantes, Rio de Janeiro",72 m²,2.0,2.0,1.0,R$ 1.400 /mês,condomínio R$ 900,IPTU R$ 109,-23.018515100000002,-43.4634021,Recreio dos Bandeirantes, Rio de Janeiro,1400,325.42
"Rua Tirol, Freguesia (Jacarepaguá)",120 m²,1.0,3.0,2.0,R$ 1.500 /mês,condomínio R$ 1.287,IPTU R$ 190,-22.9396582,-43.3369363,Rua Tirol, Freguesia (Jacarepaguá),1500,348.67
"Avenida Rui Barbosa, Flamengo",300 m²,3.0,4.0,1.0,R$ 15.000 /mês,condomínio R$ 1.900,IPTU R$ 860,-22.9387029,-43.17358170000001,Avenida Rui Barbosa, Flamengo,15000,3486.69
