Avg. Rate,Configs,Possession Date,location,price,title,Avg. Price,Built Up Area,Possession Status,Plot Area
,,,"Chembur, Mumbai",3.5 Cr,3 BHK Apartment, 22.58k / sqft.,1550 sqft.,,
,,,"Powai, Mumbai",3.7 Cr,3 BHK Apartment, 20.56k / sqft.,1800 sqft.,,
,,,"Powai, Mumbai",2.55 Cr,3 BHK Apartment, 17.59k / sqft.,1450 sqft.,,
,"1, 2, 3 BHK Apartments","Aug, 2021","Borivali West, Mumbai",Price on Request,Green Samta,,,,
,"3, 4 BHK Apartments","Dec, 2022","Chembur, Mumbai",Price on Request,Shiv Gardens Tower 1,,,,
24.5k per sqft.,"1, 2 BHK Apartments","Nov, 2020","Andheri West, Mumbai",1.14 Cr - 1.81 Cr,Crystal Harmony,,,,
,,,"Powai, Mumbai",2.55 Cr,3 BHK Apartment, 16.5k / sqft.,1545 sqft.,,
,,,"Powai, Mumbai",3.75 Cr,3 BHK Apartment, 18.29k / sqft.,2050 sqft.,,
,,,"Powai, Mumbai",3.4 Cr,3 BHK Apartment, 24.39k / sqft.,1394 sqft.,,
,,,"Powai, Mumbai",3.65 Cr,3 BHK Apartment, 20.28k / sqft.,1800 sqft.,,
,,,"Powai, Mumbai",2.65 Cr,3 BHK Apartment, 17.15k / sqft.,1545 sqft.,,
,,,"Powai, Mumbai",3.5 Cr,3 BHK Apartment, 25.0k / sqft.,1400 sqft.,,
,,,"Borivali West, Mumbai",2.35 Cr,3 BHK Apartment, 22.38k / sqft.,1050 sqft.,,
,,,"Vile Parle East, Mumbai",4.0 Cr,3 BHK Apartment, 33.33k / sqft.,1200 sqft.,,
,,,"Dahisar West, Mumbai",1.5 Cr,2 BHK Apartment, 16.67k / sqft.,900 sqft.,,
,,,"Powai, Mumbai",2.7 Cr,3 BHK Apartment, 17.48k / sqft.,1545 sqft.,,
,3 BHK Apartment,"Jun, 2022","Jogeshwari East, Mumbai",Price on Request,Oberoi Maxima,,,,
,"1, 2, 3 BHK Apartments","Mar, 2022","Khar West, Mumbai",Price on Request,Avd Residencia,,,,
,"2, 3, 4 BHK Apartments","Dec, 2023","Jogeshwari West, Mumbai",Price on Request,Ravi Cosmic,,,,
25k per sqft.,"1, 2, 3 BHK Apartments","Dec, 2020","Borivali West, Mumbai",69.46 L - 2.57 Cr,Aditya Audumbar Chhaya,,,,
,,,"Powai, Mumbai",1.9 Cr,2 BHK Apartment, 19.0k / sqft.,1000 sqft.,,
,,,"Powai, Mumbai",2.4 Cr,3 BHK Apartment, 18.28k / sqft.,1313 sqft.,,
,,,"Powai, Mumbai",1.4 Cr,2 BHK Apartment, 13.73k / sqft.,1020 sqft.,,
,,,"Powai, Mumbai",2.35 Cr,3 BHK Apartment, 17.9k / sqft.,1313 sqft.,,
,,,"Powai, Mumbai",1.95 Cr,2 BHK Apartment, 16.96k / sqft.,1150 sqft.,,
,,,"Vikhroli West, Mumbai",1.85 Cr,2 BHK Independent Floor, 16.82k / sqft.,1100 sqft.,,
19k per sqft.,"1 RK, 2 BHK Apartments","Dec, 2021","Borivali West, Mumbai",51.11 L - 1.18 Cr,Shree Varadvinayak Morya Heights,,,,
,,,"Powai, Mumbai",2.5 Cr,2 BHK Apartment, 17.86k / sqft.,1400 sqft.,,
,,,"Powai, Mumbai",2.0 Cr,2 BHK Apartment, 17.39k / sqft.,1150 sqft.,,
,,,"Powai, Mumbai",1.65 Cr,2 BHK Apartment, 17.01k / sqft.,970 sqft.,,
,,,"Powai, Mumbai",2.25 Cr,3 BHK Apartment, 17.14k / sqft.,1313 sqft.,,
,,,"Powai, Mumbai",2.4 Cr,3 BHK Apartment, 15.98k / sqft.,1502 sqft.,,
,,,"Powai, Mumbai",2.1 Cr,3 BHK Apartment, 16.8k / sqft.,1250 sqft.,,
,,,"Powai, Mumbai",1.45 Cr,2 BHK Apartment, 15.1k / sqft.,960 sqft.,,
,,,"Powai, Mumbai",1.77 Cr,2 BHK Apartment, 15.87k / sqft.,1115 sqft.,,
,,,"Powai, Mumbai",2.05 Cr,2 BHK Apartment, 20.5k / sqft.,1000 sqft.,,
,,,"Vikhroli West, Mumbai",1.75 Cr,2 BHK Apartment, 16.51k / sqft.,1060 sqft.,,
,"2, 4 BHK Apartments","Dec, 2022","Juhu, Mumbai",Price on Request,Mihikaa Kanak Kunj,,,,
,"2, 3 BHK Apartments","Dec, 2020","Borivali West, Mumbai",Price on Request,Kamla New Gopal Premises Co Operative Society Limited,,,,
,Residential Plots,"Dec, 2025","Malad West, Mumbai",Price on Request,Navkar Hills Sunrise View Part 1,,,,
,"2, 5 BHK Apartment,Duplexes","Aug, 2020","Andheri West, Mumbai",Price on Request,Kopotra Elegance,,,,
,,,"Borivali West, Mumbai",1.55 Cr,2 BHK Apartment, 15.35k / sqft.,1010 sqft.,,
,,,"Powai, Mumbai",2.65 Cr,3 BHK Apartment, 18.09k / sqft.,1465 sqft.,,
,,,"Powai, Mumbai",4.0 Cr,3 BHK Apartment, 18.18k / sqft.,2200 sqft.,,
,,,"Powai, Mumbai",2.25 Cr,3 BHK Apartment, 20.45k / sqft.,1100 sqft.,,
,,,"Powai, Mumbai",2.1 Cr,3 BHK Apartment, 15.99k / sqft.,1313 sqft.,,
,,,"Powai, Mumbai",2.5 Cr,3 BHK Apartment, 15.58k / sqft.,1605 sqft.,,
,,,"Kandivali East, Mumbai",2.4 Cr,3 BHK Apartment, 17.58k / sqft.,1365 sqft.,,
,,,"Kandivali East, Mumbai",2.1 Cr,2 BHK Apartment, 20.59k / sqft.,1020 sqft.,,
,,,"Dahisar East, Mumbai",78.0 L,1 BHK Apartment, 13.64k / sqft.,572 sqft.,,
16.2k per sqft.,"1, 2 BHK Apartments","Mar, 2023","Dahisar East, Mumbai",65.18 L - 1.09 Cr,Harshal Devchhaya,,,,
,,,"Powai, Mumbai",1.76 Cr,2 BHK Apartment, 18.05k / sqft.,975 sqft.,,
,,,"Malad West, Mumbai",1.5 Cr,2 BHK Apartment, 17.48k / sqft.,858 sqft.,,
,,,"Santacruz East, Mumbai",2.75 Cr,3 BHK Apartment, 17.19k / sqft.,1600 sqft.,,
,,,"Santacruz East, Mumbai",2.0 Cr,2 BHK Apartment, 17.99k / sqft.,1112 sqft.,,
,,,"Kandivali East, Mumbai",1.0 Cr,1 BHK Apartment, 16.67k / sqft.,600 sqft.,,
,,,"Bhandup West, Mumbai",2.76 Cr,3 BHK Apartment, 17.75k / sqft.,1555 sqft.,,
,,,"Mulund West, Mumbai",2.25 Cr,2 BHK Apartment, 20.09k / sqft.,1120 sqft.,,
,,,"Mulund East, Mumbai",1.9 Cr,3 BHK Apartment, 14.56k / sqft.,1305 sqft.,,
,,,"Kandivali East, Mumbai",67.0 L,1 BHK Apartment, 12.07k / sqft.,555 sqft.,,
,,,"Borivali West, Mumbai",1.62 Cr,2 BHK Apartment, 16.62k / sqft.,975 sqft.,,
,,,"Borivali East, Mumbai",1.57 Cr,2 BHK Apartment, 20.99k / sqft.,748 sqft.,,
,1 BHK Apartment,"Dec, 2023","Santacruz East, Mumbai",Price on Request,R G Neel Gagan SRA CHS Ltd,,,,
,"2, 3 BHK Apartments","Aug, 2021","Jogeshwari West, Mumbai",Price on Request,A H Heights,,,,
,"1, 2 BHK Apartments","Jun, 2022","Malad West, Mumbai",Price on Request,Shreeji Plaza Wing A,,,,
30k per sqft.,"1 RK, 1, 2, 3, 4 BHK Apartments","Mar, 2020","Chembur, Mumbai",37.46 L - 2.89 Cr,Devnani Little Malabar Hill,,,,
,,,"Kandivali East, Mumbai",78.0 L,1 BHK Apartment, 13.57k / sqft.,575 sqft.,,
,,,"Borivali West, Mumbai",90.0 L,1 BHK Apartment, 12.0k / sqft.,750 sqft.,,
,,"31st May, 2020","Kanjurmarg East, Mumbai",1.87 Cr,2 BHK Apartment, 27.46k / sqft.,681 sqft.,,
,,,"Borivali West, Mumbai",4.25 Cr,3 BHK Apartment, 29.7k / sqft.,1431 sqft.,,
,,,"Parel, Mumbai",4.73 Cr,2 BHK Apartment, 36.12k / sqft.,1310 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",2.5 Cr,3 BHK Apartment, 17.61k / sqft.,1420 sqft.,,
,,,"Kandivali East, Mumbai",3.15 Cr,3 BHK Apartment, 18.75k / sqft.,1680 sqft.,,
,,"30th Nov, 2022","Kandivali East, Mumbai",1.0 Cr,2 BHK Apartment, 12.5k / sqft.,800 sqft.,,
,,,"Kandivali East, Mumbai",2.15 Cr,2 BHK Apartment, 17.06k / sqft.,1260 sqft.,,
,,,"Mulund West, Mumbai",2.14 Cr,3 BHK Apartment, 14.76k / sqft.,1450 sqft.,,
,,,"Kandivali East, Mumbai",1.7 Cr,3 BHK Apartment, 13.6k / sqft.,1250 sqft.,,
30k per sqft.,"1, 2 BHK Apartments","Jun, 2022","Borivali West, Mumbai",1.39 Cr - 1.7 Cr,Nisar Rajal Veer Abhimanyu CHS Ltd,,,,
,,,"Andheri East, Mumbai",2.64 Cr,4 BHK Apartment, 26.67k / sqft.,990 sqft.,,
,,,"Powai, Mumbai",2.16 Cr,3 BHK Apartment, 18.0k / sqft.,1200 sqft.,,
,,,"Goregaon East, Mumbai",1.3 Cr,2 BHK Apartment, 14.21k / sqft.,915 sqft.,,
,,,"Andheri West, Mumbai",2.1 Cr,2 BHK Apartment, 21.0k / sqft.,1000 sqft.,,
,,,"Goregaon East, Mumbai",2.75 Cr,3 BHK Apartment, 19.5k / sqft.,1410 sqft.,,
,,,"Andheri West, Mumbai",1.48 Cr,1 BHK Apartment, 23.13k / sqft.,640 sqft.,,
,,,"Andheri West, Mumbai",5.7 Cr,4 BHK Apartment, 28.01k / sqft.,2035 sqft.,,
,,,"Andheri West, Mumbai",1.95 Cr,2 BHK Apartment, 20.74k / sqft.,940 sqft.,,
,,,"Jogeshwari West, Mumbai",1.85 Cr,2 BHK Apartment, 14.4k / sqft.,1285 sqft.,,
,,,"Andheri East, Mumbai",1.14 Cr,1 BHK Apartment, 21.92k / sqft.,520 sqft.,,
,,,"Malad West, Mumbai",1.4 Cr,2 BHK Apartment, 12.17k / sqft.,1150 sqft.,,
,"1 RK, 3, 4 BHK Apartments","Dec, 2021","Khar West, Mumbai",Price on Request,Prakash Zindagi CHS Ltd,,,,
,,,"Bhandup West, Mumbai",1.35 Cr,2 BHK Apartment, 20.24k / sqft.,667 sqft.,,
,,,"Kandivali East, Mumbai",91.0 L,1 BHK Apartment, 12.47k / sqft.,730 sqft.,,
,,"30th Nov, 2020","Dahisar East, Mumbai",90.0 L,2 BHK Apartment, 11.25k / sqft.,800 sqft.,,
,,,"Jacob Circle, Mumbai",6.0 Cr,2 BHK Apartment, 42.86k / sqft.,1400 sqft.,,
,,,"Bandra East, Mumbai",7.31 Cr,3 BHK Apartment, 31.78k / sqft.,2300 sqft.,,
,,,"Bandra East, Mumbai",25.3 Cr,5 BHK Apartment, 48.94k / sqft.,5170 sqft.,,
,,,"Andheri East, Mumbai",1.55 Cr,2 BHK Apartment, 16.63k / sqft.,932 sqft.,Ready to move in,
,,,"Andheri West, Mumbai",2.54 Cr,3 BHK Apartment, 20.48k / sqft.,1240 sqft.,,
,,,"Vile Parle East, Mumbai",5.5 Cr,3 BHK Apartment, 34.38k / sqft.,1600 sqft.,,
,,,"Bhandup West, Mumbai",2.27 Cr,2 BHK Apartment, 18.85k / sqft.,1204 sqft.,,
,,"29th Feb, 2020","Andheri East, Mumbai",2.15 Cr,3 BHK Apartment, 14.53k / sqft.,1480 sqft.,,
,"1, 1.5 BHK Apartments","Dec, 2023","Thane West, Thane",Price on Request,Vinayak Om Srushti Darshan A Wing,,,,
25k per sqft.,"1, 2 BHK Apartments","May, 2021","Kandivali West, Mumbai",92.68 L - 1.68 Cr,Raviraj Royal,,,,
,"3, 4 BHK Apartments",,"Borivali West, Mumbai",Price on Request,Ravi Luminaire Gold,,,Under Construction,
14.4k per sqft.,"1, 2 BHK Apartments","Jul, 2020","Dahisar East, Mumbai",45.88 L - 99.73 L,Raj Rudraksha,,,,
,,,"Jacob Circle, Mumbai",10.5 Cr,4 BHK Apartment, 36.21k / sqft.,2900 sqft.,,
,,"30th Dec, 2021","Kandivali East, Mumbai",74.0 L,1 BHK Apartment, 11.37k / sqft.,651 sqft.,,
,,,"Powai, Mumbai",1.15 Cr,1 BHK Apartment, 18.55k / sqft.,620 sqft.,,
,,"29th Jun, 2021","Chembur, Mumbai",1.45 Cr,2 BHK Apartment, 19.33k / sqft.,750 sqft.,,
,,,"Powai, Mumbai",1.55 Cr,2 BHK Apartment, 18.24k / sqft.,850 sqft.,,
,,"30th Nov, 2021","Kandivali East, Mumbai",1.48 Cr,2 BHK Apartment, 15.74k / sqft.,940 sqft.,,
,,,"Kandivali East, Mumbai",85.0 L,1 BHK Apartment, 12.78k / sqft.,665 sqft.,,
,,,"Borivali West, Mumbai",1.0 Cr,1 BHK Apartment, 16.67k / sqft.,600 sqft.,,
,,,"Borivali East, Mumbai",95.0 L,1 BHK Apartment, 14.39k / sqft.,660 sqft.,,
17.5k per sqft.,"1, 2, 3 BHK Apartments","May, 2020","Jogeshwari West, Mumbai",65.38 L - 1.26 Cr,Prime Amil Brothers CHSL,,,,
25k per sqft.,"1, 2 BHK Apartments","Oct, 2020","Borivali West, Mumbai",1.04 Cr - 1.56 Cr,Namo Atmaram CHSL,,,,
,,,"Kandivali East, Mumbai",85.0 L,1 BHK Apartment, 13.82k / sqft.,615 sqft.,,
,,,"Borivali West, Mumbai",65.0 L,1 RK Apartment, 18.06k / sqft.,360 sqft.,,
,,,"Borivali West, Mumbai",90.0 L,1 BHK Apartment, 15.65k / sqft.,575 sqft.,,
,,,"Dahisar West, Mumbai",65.0 L,1 RK Apartment, 17.11k / sqft.,380 sqft.,,
,,,"Kandivali East, Mumbai",95.0 L,1 BHK Apartment, 16.24k / sqft.,585 sqft.,,
,,,"Chembur, Mumbai",5.5 Cr,4 BHK Apartment, 21.24k / sqft.,2590 sqft.,,
,,,"Malad East, Mumbai",2.21 Cr,3 BHK Apartment, 12.28k / sqft.,1800 sqft.,,
,,,"Mulund West, Mumbai",2.75 Cr,3 BHK Apartment, 15.85k / sqft.,1735 sqft.,,
,,,"Borivali West, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Kandivali East, Mumbai",2.5 Cr,3 BHK Apartment, 15.34k / sqft.,1630 sqft.,,
,,,"Malad West, Mumbai",3.5 Cr,3 BHK Apartment, 19.44k / sqft.,1800 sqft.,,
,,,"Borivali West, Mumbai",1.0 Cr,1 BHK Apartment, 18.52k / sqft.,540 sqft.,,
,,,"Kanjurmarg East, Mumbai",2.75 Cr,3 BHK Apartment, 28.65k / sqft.,960 sqft.,Ready to move in,
,,,"Bhandup West, Mumbai",92.0 L,1 BHK Apartment, 14.15k / sqft.,650 sqft.,,
,,,"Kandivali East, Mumbai",72.0 L,1 BHK Apartment, 19.73k / sqft.,365 sqft.,,
,,,"Malad East, Mumbai",80.0 L,1 BHK Apartment, 11.43k / sqft.,700 sqft.,,
,,,"Kandivali East, Mumbai",1.11 Cr,2 BHK Apartment, 11.27k / sqft.,985 sqft.,,
25k per sqft.,"2, 3 BHK Apartments","Mar, 2020","Borivali East, Mumbai",1.23 Cr - 1.79 Cr,Graphic Krishna Kamal,,,,
26.5k per sqft.,"1, 2, 3 BHK Apartments",,"Santacruz East, Mumbai",92.73 L - 2.9 Cr,Mega Shivom Enclave,,,Under Construction,
25k per sqft.,"1, 2, 3 BHK Apartments",,"Borivali West, Mumbai",77.47 L - 1.74 Cr,R B Ossia Enclave,,,Under Construction,
22k per sqft.,"2.5, 3.5 BHK Apartments","Dec, 2020","Goregaon West, Mumbai",2.17 Cr - 2.96 Cr,Sangam The Luxor,,,,
,,,"Borivali West, Mumbai",75.0 L,1 RK Apartment, 15.63k / sqft.,480 sqft.,,
,,,"Chembur, Mumbai",2.45 Cr,3 BHK Apartment, 16.33k / sqft.,1500 sqft.,,
,,,"Borivali West, Mumbai",65.0 L,1 RK Apartment, 16.25k / sqft.,400 sqft.,,
,,"6th Nov, 2020","Vile Parle East, Mumbai",2.85 Cr,2 BHK Apartment, 32.65k / sqft.,873 sqft.,,
,,,"Kandivali East, Mumbai",1.72 Cr,2 BHK Apartment, 17.13k / sqft.,1004 sqft.,,
,,,"Powai, Mumbai",1.75 Cr,2 BHK Apartment, 17.59k / sqft.,995 sqft.,,
,,,"Dahisar East, Mumbai",67.0 L,1 BHK Apartment, 9.44k / sqft.,710 sqft.,,
,,,"Dahisar East, Mumbai",75.0 L,2 BHK Apartment, 8.47k / sqft.,885 sqft.,,
,"1, 2 BHK Apartments","Dec, 2022","Jogeshwari West, Mumbai",Price on Request,Chandiwala Pearl Majestic,,,,
30.8k per sqft.,1 BHK Apartment,"Aug, 2022","Andheri West, Mumbai",82.88 L,Atlantic Baldevsingh Thakur Sra Co Op Hsg Soc Ltd,,,,
18.5k per sqft.,2 BHK Apartment,"Dec, 2020","Kandivali West, Mumbai",80.21 L,Rite Bliss,,,,
24k per sqft.,1 BHK Apartment,"Dec, 2021","Borivali West, Mumbai",64.3 L - 1.74 Cr,Raviraj Tarang,,,,
,,,"Kandivali East, Mumbai",1.39 Cr,2 BHK Apartment, 16.35k / sqft.,850 sqft.,,
,,,"Powai, Mumbai",2.05 Cr,2 BHK Apartment, 18.06k / sqft.,1135 sqft.,,
,,,"Vile Parle East, Mumbai",1.9 Cr,1 BHK Apartment, 34.55k / sqft.,550 sqft.,,
,,,"Mulund East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Kandivali East, Mumbai",1.22 Cr,2 BHK Apartment, 12.71k / sqft.,960 sqft.,,
,,,"Borivali West, Mumbai",1.95 Cr,2 BHK Apartment, 19.5k / sqft.,1000 sqft.,,
,,,"Borivali West, Mumbai",2.5 Cr,3 BHK Apartment, 15.63k / sqft.,1600 sqft.,,
,,,"Andheri East, Mumbai",1.1 Cr,1 BHK Apartment, 17.05k / sqft.,645 sqft.,,
,,,"Borivali West, Mumbai",89.0 L,1 BHK Apartment, 14.83k / sqft.,600 sqft.,,
,"2, 3 BHK Apartments","Mar, 2023","Kandivali West, Mumbai",Price on Request,Kamala Shakti Enclave Phase II R And S Wing,,,,
,"1 RK, 2, 3, 4 BHK Apartments","Dec, 2022","Borivali West, Mumbai",Price on Request,Dedhia Central Palace,,,,
,"2, 3 BHK Apartments","Dec, 2022","Mulund East, Mumbai",Price on Request,TATA Aveza Phase 1,,,,
,,,"Kandivali East, Mumbai",1.7 Cr,2 BHK Apartment, 15.18k / sqft.,1120 sqft.,,
,,,"Dahisar West, Mumbai",1.35 Cr,2 BHK Apartment, 15.0k / sqft.,900 sqft.,,
,,,"Kandivali East, Mumbai",1.9 Cr,3 BHK Apartment, 15.14k / sqft.,1255 sqft.,,
,,,"Kandivali East, Mumbai",67.0 L,1 BHK Apartment, 11.86k / sqft.,565 sqft.,,
,,,"Kandivali East, Mumbai",1.6 Cr,2 BHK Apartment, 16.0k / sqft.,1000 sqft.,,
,,,"Kandivali East, Mumbai",1.3 Cr,2 BHK Apartment, 15.29k / sqft.,850 sqft.,,
,,,"Vile Parle East, Mumbai",4.0 Cr,3 BHK Apartment, 30.77k / sqft.,1300 sqft.,,
,,,"Borivali West, Mumbai",90.0 L,1 BHK Apartment, 13.85k / sqft.,650 sqft.,,
,5 BHK Apartment,"Dec, 2024","Andheri West, Mumbai",Price on Request,Crystal Atlantis,,,,
,"1, 1.5 BHK Apartments",,"Goregaon West, Mumbai",Price on Request,Sahajanand Athena,,,Under Construction,
,,,"Powai, Mumbai",1.99 Cr,2 BHK Apartment, 20.2k / sqft.,985 sqft.,,
,,,"Borivali West, Mumbai",1.1 Cr,1 BHK Apartment, 18.33k / sqft.,600 sqft.,,
,,,"Kandivali East, Mumbai",1.1 Cr,1 BHK Apartment, 17.46k / sqft.,630 sqft.,,
,,,"Dahisar East, Mumbai",1.15 Cr,2 BHK Apartment, 13.14k / sqft.,875 sqft.,,
,,,"Dahisar East, Mumbai",69.0 L,1 BHK Apartment, 10.95k / sqft.,630 sqft.,,
,,,"Dahisar East, Mumbai",65.0 L,1 BHK Apartment, 11.71k / sqft.,555 sqft.,,
,,,"Kandivali East, Mumbai",77.0 L,1 BHK Apartment, 12.52k / sqft.,615 sqft.,,
,,,"Borivali East, Mumbai",96.0 L,1 BHK Apartment, 17.14k / sqft.,560 sqft.,,
,,,"Goregaon East, Mumbai",64.0 L,2 BHK Apartment, 8.0k / sqft.,800 sqft.,,
,,,"Borivali West, Mumbai",1.95 Cr,2 BHK Apartment, 15.6k / sqft.,1250 sqft.,,
,,,"Powai, Mumbai",2.08 Cr,3 BHK Apartment, 19.9k / sqft.,1045 sqft.,,
,"2, 3, 4 BHK Apartments","Jan, 2021","Borivali West, Mumbai",Price on Request,Atharva Laxmi Narayan Mansion,,,,
22.85k per sqft.,"1, 2, 2.5 BHK Apartments","Jul, 2021","Borivali West, Mumbai",69.0 L - 1.6 Cr,Krutishil Borivali Pushpa CHSL,,,,
,,,"Powai, Mumbai",8.85 Cr,3 BHK Apartment, 39.51k / sqft.,2240 sqft.,,
,,,"Mulund West, Mumbai",2.62 Cr,2 BHK Apartment, 23.29k / sqft.,1125 sqft.,,
,,,"Mulund West, Mumbai",3.2 Cr,3 BHK Apartment, 23.44k / sqft.,1365 sqft.,,
,,,"Mulund East, Mumbai",2.29 Cr,3 BHK Apartment, 18.69k / sqft.,1225 sqft.,,
,,"14th Feb, 2020","Powai, Mumbai",1.46 Cr,1 BHK Apartment, 26.55k / sqft.,550 sqft.,,
,,,"Borivali East, Mumbai",2.23 Cr,3 BHK Apartment, 15.87k / sqft.,1405 sqft.,,
,,,"Kandivali East, Mumbai",85.0 L,1 BHK Apartment, 13.28k / sqft.,640 sqft.,,
,,,"Kandivali West, Mumbai",1.6 Cr,2 BHK Apartment, 20.65k / sqft.,775 sqft.,Ready to move in,
,,,"Kandivali West, Mumbai",1.05 Cr,1 BHK Apartment, 18.26k / sqft.,575 sqft.,Ready to move in,
,,,"Kandivali West, Mumbai",1.0 Cr,1 BHK Apartment, 17.3k / sqft.,578 sqft.,Ready to move in,
,,,"Kurla West, Mumbai",68.25 L,1 RK Apartment, 14.93k / sqft.,457 sqft.,,
23k per sqft.,"2, 3 BHK Apartments","Mar, 2022","Malad East, Mumbai",1.05 Cr - 1.78 Cr,Vasundhara Apna Desh CHSL,,,,
22k per sqft.,"1, 2 BHK Apartments","Jul, 2022","Malad East, Mumbai",59.2 L - 1.27 Cr,Mauli Pride ,,,,
,,,"Borivali West, Mumbai",1.5 Cr,2 BHK Apartment, 17.65k / sqft.,850 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",1.22 Cr,2 BHK Apartment, 10.61k / sqft.,1150 sqft.,,
,,,"Mulund West, Mumbai",1.82 Cr,3 BHK Apartment, 13.28k / sqft.,1370 sqft.,,
,,,"Kurla West, Mumbai",2.25 Cr,3 BHK Apartment, 16.67k / sqft.,1350 sqft.,,
,,,"Powai, Mumbai",3.25 Cr,3 BHK Apartment, 21.67k / sqft.,1500 sqft.,,
,,,"Andheri East, Mumbai",93.0 L,1 BHK Apartment, 26.57k / sqft.,350 sqft.,,
,,,"Santacruz West, Mumbai",5.0 Cr,3 BHK Apartment, 30.03k / sqft.,1665 sqft.,,
,,,"Borivali West, Mumbai",74.0 L,1 RK Apartment, 17.83k / sqft.,415 sqft.,,
,,,"Malad West, Mumbai",3.25 Cr,4 BHK Apartment, 14.85k / sqft.,2188 sqft.,,
,,,"Malad West, Mumbai",84.0 L,2 BHK Apartment, 13.23k / sqft.,635 sqft.,,
,,,"Borivali West, Mumbai",1.75 Cr,2 BHK Apartment, 26.92k / sqft.,650 sqft.,,
,"2, 3, 4 BHK Apartments","Dec, 2021","Ghatkopar West, Mumbai",Price on Request,Heritage Ahura Residency,,,,
,"2, 2.5, 3 BHK Apartments",,"Borivali West, Mumbai",Price on Request,Aditya Priti Sangam CHS,,,Under Construction,
21.73k per sqft.,"1.5, 2 BHK Apartments","Dec, 2023","Vikhroli East, Mumbai",1.32 Cr - 1.76 Cr,MICL Aaradhya Eastwind,,,,
,"1, 1.5, 2, 3 BHK Apartments",,"Dahisar East, Mumbai",Price on Request,Chaubey Signature 1,,,Under Construction,
,,,"Malad West, Mumbai",2.35 Cr,3 BHK Apartment, 17.94k / sqft.,1310 sqft.,,
,,,"Goregaon East, Mumbai",2.1 Cr,3 BHK Apartment, 16.94k / sqft.,1240 sqft.,,
,,,"Andheri West, Mumbai",3.15 Cr,3 BHK Apartment, 24.42k / sqft.,1290 sqft.,,
,,,"Andheri West, Mumbai",3.25 Cr,3 BHK Apartment, 17.29k / sqft.,1880 sqft.,,
,,,"Powai, Mumbai",96.0 L,1 BHK Apartment, 16.0k / sqft.,600 sqft.,,
,,,"Andheri East, Mumbai",2.18 Cr,3 BHK Apartment, 17.1k / sqft.,1275 sqft.,,
,,,"Santacruz East, Mumbai",4.51 Cr,3 BHK Apartment, 29.1k / sqft.,1550 sqft.,,
,,"30th Nov, 2020","Dahisar East, Mumbai",60.0 L,1 BHK Apartment, 11.32k / sqft.,530 sqft.,,
,,,"Worli, Mumbai",7.23 Cr,3 BHK Apartment, 36.17k / sqft.,1999 sqft.,,
,,"20th Mar, 2020","Mahim, Mumbai",9.76 Cr,4 BHK Apartment, 40.57k / sqft.,2406 sqft.,,
,"1 RK, 1, 2 BHK Apartments","Mar, 2020","Borivali East, Mumbai",Price on Request,Nirmitee Sagar Darshan CHSL,,,,
18k per sqft.,"1, 2 BHK Apartments","Dec, 2022","Chembur, Mumbai",65.16 L - 83.16 L,Buildtech Heights,,,,
17.64k per sqft.,"1, 2, 3, 4 BHK Apartments","Dec, 2023","Kandivali West, Mumbai",74.04 L - 2.42 Cr,Origin Meridian Courts Tower 2,,,,
26.92k per sqft.,3 BHK Apartment,"Dec, 2020","Andheri East, Mumbai",3.3 Cr,Callista,,,,
,,,"Andheri East, Mumbai",2.85 Cr,3 BHK Apartment, 21.11k / sqft.,1350 sqft.,Ready to move in,
,,,"Bandra East, Mumbai",22.4 Cr,4 BHK Apartment, 48.93k / sqft.,4578 sqft.,,
,,"3rd Dec, 2021","Santacruz East, Mumbai",4.01 Cr,3 BHK Apartment, 30.01k / sqft.,1336 sqft.,,
,,,"Bandra East, Mumbai",10.17 Cr,4 BHK Apartment, 22.7k / sqft.,4480 sqft.,,
,,"30th Dec, 2020","Borivali East, Mumbai",1.7 Cr,2 BHK Apartment, 23.04k / sqft.,738 sqft.,,
,,,"Andheri East, Mumbai",3.5 Cr,3 BHK Apartment, 19.83k / sqft.,1765 sqft.,Ready to move in,
,,,"Andheri West, Mumbai",1.35 Cr,1 BHK Apartment, 19.71k / sqft.,685 sqft.,,
,,,"Andheri East, Mumbai",1.8 Cr,2 BHK Apartment, 16.36k / sqft.,1100 sqft.,,
,,"31st May, 2021","Kanjurmarg East, Mumbai",1.58 Cr,2 BHK Apartment, 15.98k / sqft.,989 sqft.,,
,,,"Andheri East, Mumbai",1.25 Cr,1 BHK Apartment, 19.23k / sqft.,650 sqft.,,
25.71k per sqft.,2 BHK Apartment,"Dec, 2020","Chembur, Mumbai",1.54 Cr - 2.25 Cr,Shubham Solitude,,,,
24k per sqft.,"2, 3, 3.5 BHK Apartments",,"Borivali West, Mumbai",1.57 Cr - 2.37 Cr,Chheda Palladium,,,Under Construction,
,,,"Kandivali East, Mumbai",1.26 Cr,2 BHK Apartment, 13.26k / sqft.,950 sqft.,,
,,,"Bhandup West, Mumbai",89.0 L,1 BHK Apartment, 14.26k / sqft.,624 sqft.,Ready to move in,
