,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
10921,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 34,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '200000']"
10922,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 35,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,000', '/monthDeposit', '₹', '200000']"
10923,2 BHK Flat for rent in Divya Park,"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
10924,2 BHK Flat for rent in Chembur,"₹ 47,000",₹ 250000,BHK2,2,1.0,,,,"['₹', '47,000', '/monthDeposit', '₹', '250000']"
10925,1 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 50,000",month(s) rent,BHK1,1,1.0,,,1.0,"['₹', '50,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10926,2 BHK Flat for rent in Nahur,"₹ 42,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
10927,2 BHK Flat for rent in Andheri (East),"₹ 50,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
10928,2 BHK Flat for rent in Sindhi Society Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
10929,2 BHK Flat for rent in Vikhroli (East),"₹ 68,000",₹ 225000,BHK2,2,1.0,1.0,1.0,,"['₹', '68,000', '/monthDeposit', '₹', '225000']"
10930,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 48,000",₹ 15000,BHK2,2,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '15000']"
10931,3 BHK Flat for rent in Powai,"₹ 75,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
10932,2 BHK Flat for rent in Gokuldham,"₹ 47,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '47,000', '/monthDeposit', '₹', '200000']"
10933,3 BHK Flat for rent in Cuffe Parade,₹ 2,₹ 600000,BHK3,3,1.0,,,,"['₹', '2', 'Lac', '/monthDeposit', '₹', '600000']"
10934,2 BHK Flat for rent in Marol,"₹ 58,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '58,000', '/monthDeposit', '₹', '200000']"
10935,2 BHK Flat for rent in Marol,"₹ 58,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '58,000', '/monthDeposit', '₹', '200000']"
10936,2 BHK Flat for rent in Sector-6 Airoli,"₹ 28,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
10937,3 BHK Flat for rent in Goregaon (East),₹ 1.46,₹ 500000,BHK5,5,1.0,,,,"['₹', '1.46', 'Lac', '/monthDeposit', '₹', '500000']"
10938,3 BHK Flat for rent in Sector 44 Seawoods,"₹ 52,000",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '52,000', '/monthDeposit', '₹', '250000']"
10939,3 BHK Flat for rent in Kalina,"₹ 63,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '63,000', '/monthDeposit', '₹', '200000']"
10940,3 BHK Flat for rent in Worli,₹ 1.45,Lac /month,BHK3,3,1.0,1.0,1.0,,"['₹', '1.45', 'Lac', '/month']"
10941,2 BHK Flat for rent in Bandra (East),"₹ 85,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
10942,3 BHK Flat for rent in Jogeshwari (East),"₹ 74,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '74,000', '/monthDeposit', '₹', '300000']"
10943,1 BHK Flat for rent in Swastik Park,"₹ 22,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
10944,3 BHK Flat for rent in Jogeshwari (East),"₹ 73,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '73,000', '/monthDeposit', '₹', '300000']"
10945,3 BHK Flat for rent in Jogeshwari (East),"₹ 70,003",₹ 300000,BHK2,2,1.0,,,,"['₹', '70,003', '/monthDeposit', '₹', '300000']"
10946,3 BHK Flat for rent in Mulund (West),"₹ 49,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '49,000', '/monthDeposit', '₹', '250000']"
10947,2 BHK Flat for rent in Anand Nagar,"₹ 22,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
10948,3 BHK Flat for rent in Kalina,"₹ 75,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
10949,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.4,₹ 500000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.4', 'Lac', '/monthDeposit', '₹', '500000']"
10950,2 BHK Flat for rent in Jankalyan Nagar,"₹ 33,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '33,000', '/monthDeposit', '₹', '100000']"
10951,3 BHK Flat for rent in Jogeshwari (East),"₹ 72,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '72,000', '/monthDeposit', '₹', '300000']"
10952,3 BHK Flat for rent in Santacruz (West),₹ 1.6,₹ 350000,BHK3,3,1.0,,,,"['₹', '1.6', 'Lac', '/monthDeposit', '₹', '350000']"
10953,2 BHK Flat for rent in Dadar (West),"₹ 65,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
10954,2 BHK Flat for rent in Kanjur Marg (East),"₹ 52,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '52,000', '/monthDeposit', '₹', '200000']"
10955,3 BHK Flat for rent in Chandivali,"₹ 68,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '68,000', '/monthDeposit', '₹', '200000']"
10956,2 BHK Flat for rent in Ghatkopar West,"₹ 53,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '53,000', '/monthDeposit', '₹', '200000']"
10957,2 BHK Flat for rent in Marine Drive,₹ 2.25,month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '2.25', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
10958,1 BHK Flat for rent in Goregaon (East),"₹ 20,000",₹ 30000,BHK1,1,,1.0,,1.0,"['₹', '20,000', '/monthDeposit', '₹', '30000']"
10959,4 BHK Flat for rent in Worli,₹ 8,month(s) rent,BHK6,6,1.0,1.0,1.0,,"['₹', '8', 'Lac', '/monthDeposit', '5', 'month(s)', 'rent']"
10960,3 BHK Flat for rent in Jogeshwari (East),₹ 1.25,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '500000']"
10961,2 BHK Flat for rent in Kandivali (East),"₹ 24,500",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '24,500', '/monthDeposit', '₹', '100000']"
10962,1 BHK Flat for rent in Sector 20 Belapur,"₹ 17,500",₹ 80000,BHK1,1,1.0,1.0,1.0,,"['₹', '17,500', '/monthDeposit', '₹', '80000']"
10963,2 BHK Flat for rent in Sector 11 Koparkhairane,"₹ 28,000",₹ 80000,BHK2,2,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '80000']"
10964,3 BHK Flat for rent in Vikhroli (East),"₹ 75,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '75,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10965,3 BHK Flat for rent in Vikhroli (East),"₹ 85,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '85,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10966,3 BHK Flat for rent in Vikhroli (East),"₹ 85,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '85,000', '/monthDeposit', '6', 'month(s)', 'rent']"
10967,2 BHK Flat for rent in Pokhran-2,"₹ 32,000","32,000 /month",BHK2,2,1.0,,,1.0,"['₹', '32,000', '/month']"
10968,1 BHK Flat for rent in Kandivali (East),"₹ 25,000",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
10969,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 83,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '83,000', '/monthDeposit', '₹', '300000']"
10970,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 84,000",₹ 300000,BHK2,2,1.0,,,,"['₹', '84,000', '/monthDeposit', '₹', '300000']"
10971,3 BHK Flat for rent in JVPD,₹ 2.25,₹ 1350000,BHK3,3,1.0,,,1.0,"['₹', '2.25', 'Lac', '/monthDeposit', '₹', '1350000']"
10972,1 BHK Flat for rent in Vijay Nagari,"₹ 19,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
10973,1 BHK Flat for rent in Malad (East),"₹ 21,000","21,000 /month",BHK1,1,1.0,,,,"['₹', '21,000', '/month']"
10974,2 BHK Flat for rent in Wadala,"₹ 85,000",₹ 700000,BHK2,2,1.0,,,1.0,"['₹', '85,000', '/monthDeposit', '₹', '700000']"
10975,3 BHK Flat for rent in Vile Parle (East),₹ 1.21,₹ 500000,BHK3,3,1.0,,,,"['₹', '1.21', 'Lac', '/monthDeposit', '₹', '500000']"
10976,1 BHK Flat for rent in Govind Nagar,"₹ 26,000",₹ 200000,BHK2,2,1.0,1.0,,1.0,"['₹', '26,000', '/monthDeposit', '₹', '200000']"
10977,1 BHK Flat for rent in Mulund (East),"₹ 25,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
10978,2 BHK Flat for rent in Mulund (West),"₹ 38,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '150000']"
10979,2 BHK Flat for rent in Wadala,"₹ 65,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
10980,2 BHK Flat for rent in Andheri (West),"₹ 65,000",₹ 265000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '65,000', '/monthDeposit', '₹', '265000']"
10981,2 BHK Flat for rent in Ghatkopar (East),"₹ 35,000",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
10982,2 BHK Flat for rent in Kanjur Marg (East),"₹ 36,400",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '36,400', '/monthDeposit', '₹', '100000']"
10983,2 BHK Flat for rent in Sector 5 New Panvel East,"₹ 22,000",₹ 125000,BHK2,2,1.0,,,1.0,"['₹', '22,000', '/monthDeposit', '₹', '125000']"
10984,3 BHK Flat for rent in Ghatkopar West,"₹ 70,500",₹ 300000,BHK2,2,1.0,,,,"['₹', '70,500', '/monthDeposit', '₹', '300000']"
10985,4 BHK Flat for rent in Worli,₹ 3.2,₹ 1800000,BHK6,6,1.0,,,,"['₹', '3.2', 'Lac', '/monthDeposit', '₹', '1800000']"
10986,2 BHK Flat for rent in Sewri,₹ 1.22,₹ 500000,BHK2,2,1.0,1.0,1.0,,"['₹', '1.22', 'Lac', '/monthDeposit', '₹', '500000']"
10987,4 BHK Flat for rent in Powai,₹ 1.9,₹ 1000000,BHK4,4,1.0,,,,"['₹', '1.9', 'Lac', '/monthDeposit', '₹', '1000000']"
10988,2 BHK Flat for rent in Kharghar,"₹ 25,000",₹ 0,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '25,000', '/monthDeposit', '₹', '0']"
10989,3 BHK Flat for rent in Chembur (East),"₹ 50,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
10990,2 BHK Flat for rent in Ghansoli,"₹ 25,000",₹ 70000,BHK2,2,1.0,1.0,1.0,,"['₹', '25,000', '/monthDeposit', '₹', '70000']"
10991,3 BHK Flat for rent in Sector-16 Ulwe,"₹ 11,000",₹ 48000,BHK2,2,1.0,,,,"['₹', '11,000', '/monthDeposit', '₹', '48000']"
10992,1 BHK Flat for rent in Bhandup (West),"₹ 26,500",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '26,500', '/monthDeposit', '₹', '100000']"
10993,2 BHK Flat for rent in Deonar,"₹ 45,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '150000']"
10994,3 BHK Flat for rent in Malad (West),"₹ 80,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
10995,1 BHK Flat for rent in Taloja Panchanand,"₹ 10,500","10,500 /month",BHK1,1,1.0,,,,"['₹', '10,500', '/month']"
10996,1 BHK Flat for rent in Andheri (East),"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
10997,1 BHK Flat for rent in Andheri (East),"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
10998,3 BHK Flat for rent in Bandra (West),₹ 1.85,₹ 350000,BHK4,4,1.0,1.0,1.0,,"['₹', '1.85', 'Lac', '/monthDeposit', '₹', '350000']"
10999,1 BHK Flat for rent in Kasar vadavali,"₹ 14,000",₹ 60000,BHK2,2,1.0,1.0,1.0,,"['₹', '14,000', '/monthDeposit', '₹', '60000']"
11000,2 BHK Flat for rent in Worli,"₹ 90,000",₹ 400000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '90,000', '/monthDeposit', '₹', '400000']"
11001,2 BHK Flat for rent in Bevarly Park,"₹ 25,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '150000']"
11002,2 BHK Flat for rent in Subhash Nagar,"₹ 63,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '63,000', '/monthDeposit', '₹', '200000']"
11003,2 BHK Flat for rent in Kasam Baug,"₹ 48,000",₹ 300000,BHK2,2,1.0,,,1.0,"['₹', '48,000', '/monthDeposit', '₹', '300000']"
11004,1 BHK Flat for rent in Raheja Vihar,"₹ 32,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
11005,2 BHK Flat for rent in Khar Danda,"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
11006,3 BHK Flat for rent in Borivali (East),"₹ 50,000","50,000 /month",BHK3,3,1.0,,,1.0,"['₹', '50,000', '/month']"
11007,2 BHK Flat for rent in Kanjur Marg (East),"₹ 62,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '62,000', '/monthDeposit', '₹', '200000']"
11008,3 BHK Flat for rent in Shivaji Park,₹ 1.1,₹ 400000,BHK2,2,1.0,1.0,1.0,,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '400000']"
11009,2 BHK Flat for rent in Hiranandani Estate,"₹ 26,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '26,000', '/monthDeposit', '₹', '150000']"
11010,1 BHK Flat for rent in Pokhran-2,"₹ 17,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '100000']"
11011,1 BHK Flat for rent in Chembur,"₹ 26,000",₹ 100000,BHK2,2,,,,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
11012,1 BHK Flat for rent in Sector 20 Ulwe,₹ 8000,₹ 35000,BHK1,1,1.0,,,,"['₹', '8000', '/monthDeposit', '₹', '35000']"
11013,3 BHK Flat for rent in Powai,"₹ 70,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '70,000', '/monthDeposit', '₹', '300000']"
11014,2 BHK Flat for rent in Santacruz (East),"₹ 47,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '47,000', '/monthDeposit', '₹', '200000']"
11015,2 BHK Flat for rent in Chembur,"₹ 53,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '53,000', '/monthDeposit', '6', 'month(s)', 'rent']"
11016,2 BHK Flat for rent in Parel,"₹ 95,000",month(s) rent,BHK2,2,1.0,1.0,1.0,,"['₹', '95,000', '/monthDeposit', '5', 'month(s)', 'rent']"
11017,2 BHK Flat for rent in Union Park,"₹ 50,000",₹ 200000,BHK2,2,1.0,,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
11018,2 BHK Flat for rent in Sector-35E Kharghar,"₹ 25,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '150000']"
11019,4 BHK Flat for rent in 4 Bunglows,₹ 1.5,₹ 400000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '400000']"
11020,2 BHK Flat for rent in Sindhi Society Chembur,"₹ 50,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
11021,2 BHK Flat for rent in Sector-2 Kopar Khairane,"₹ 20,000",₹ 50000,BHK2,2,1.0,1.0,1.0,,"['₹', '20,000', '/monthDeposit', '₹', '50000']"
11022,3 BHK Flat for rent in Usarli Khurd,₹ 9500,₹ 40000,BHK2,2,1.0,1.0,1.0,,"['₹', '9500', '/monthDeposit', '₹', '40000']"
11023,3 BHK Flat for rent in Breach Candy,₹ 2.25,₹ 1000000,BHK4,4,1.0,1.0,1.0,1.0,"['₹', '2.25', 'Lac', '/monthDeposit', '₹', '1000000']"
11024,2 BHK Flat for rent in Anand Nagar,"₹ 23,500",month(s) rent,BHK2,2,1.0,,,,"['₹', '23,500', '/monthDeposit', '5', 'month(s)', 'rent']"
11025,1 BHK Flat for rent in Ulwe,₹ 6700,₹ 35000,BHK1,1,1.0,,,,"['₹', '6700', '/monthDeposit', '₹', '35000']"
11026,3 BHK Flat for rent in Goregaon (East),"₹ 95,006",₹ 500000,BHK4,4,1.0,,,,"['₹', '95,006', '/monthDeposit', '₹', '500000']"
11027,2 BHK Flat for rent in Sector 36 Kamothe,"₹ 15,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '15,000', '/monthDeposit', '₹', '50000']"
11028,2 BHK Flat for rent in Sector 36 Kamothe,"₹ 15,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '15,000', '/monthDeposit', '₹', '50000']"
11029,1 BHK Flat for rent in Amboli,"₹ 35,000",₹ 125000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '125000']"
11030,3 BHK Flat for rent in Dhokali,"₹ 22,500",₹ 30000,BHK2,2,1.0,1.0,1.0,,"['₹', '22,500', '/monthDeposit', '₹', '30000']"
11031,1 BHK Flat for rent in Parel,"₹ 30,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
11032,1 BHK Flat for rent in Wadala East,"₹ 35,000","35,000 /month",BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/month']"
11033,2 BHK Flat for rent in Mulund (West),"₹ 39,800",₹ 41000,BHK2,2,1.0,,,,"['₹', '39,800', '/monthDeposit', '₹', '41000']"
11034,3 BHK Flat for rent in Sector-38 Seawoods,"₹ 45,000",₹ 140000,BHK3,3,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '140000']"
11035,4 BHK Flat for rent in Worli,₹ 4.5,month(s) rent,BHK4,4,1.0,,,,"['₹', '4.5', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
11036,1 BHK Flat for rent in Tarun Bharat Nagar,"₹ 75,000",₹ 250000,BHK2,2,1.0,,,1.0,"['₹', '75,000', '/monthDeposit', '₹', '250000']"
11037,2 BHK Flat for rent in Sector-13 Nerul,"₹ 30,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '₹', '150000']"
11038,4 BHK Flat for rent in Chembur (East),₹ 1.1,₹ 600000,BHK4,4,1.0,,,,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '600000']"
11039,3 BHK Flat for rent in Worli,₹ 1.51,month(s) rent,BHK3,3,1.0,,,,"['₹', '1.51', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
11040,1 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 17,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '100000']"
11041,2 BHK Flat for rent in Sector 21 Nerul,"₹ 28,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '6', 'month(s)', 'rent']"
11042,2 BHK Flat for rent in Prabhadevi,"₹ 70,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
11043,2 BHK Flat for rent in Worli Hill,"₹ 70,000",month(s) rent,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '70,000', '/monthDeposit', '4', 'month(s)', 'rent']"
11044,2 BHK Flat for rent in Chandivali,"₹ 66,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '66,000', '/monthDeposit', '₹', '200000']"
11045,4 BHK Flat for rent in Thakur Village,"₹ 70,000",month(s) rent,BHK3,3,1.0,,,,"['₹', '70,000', '/monthDeposit', '6', 'month(s)', 'rent']"
11046,3 BHK Flat for rent in Malad (East),"₹ 58,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '58,000', '/monthDeposit', '₹', '300000']"
11047,3 BHK Flat for rent in Sector-2A Kopar Khairane,"₹ 45,000",₹ 200000,BHK3,3,1.0,1.0,1.0,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
11048,2 BHK Flat for rent in Mira Road,"₹ 15,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '15,000', '/monthDeposit', '₹', '50000']"
11049,1 BHK Flat for rent in Kandivali (East),"₹ 19,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '100000']"
11050,2 BHK Flat for rent in Kharghar,"₹ 23,000","23,000 /month",BHK2,2,1.0,,,,"['₹', '23,000', '/month']"
11051,3 BHK Flat for rent in Sector 15 Belapur,"₹ 48,000",₹ 200000,BHK3,3,1.0,1.0,,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
11052,2 BHK Flat for rent in Majiwada,"₹ 26,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '26,000', '/monthDeposit', '5', 'month(s)', 'rent']"
11053,2 BHK Flat for rent in Kandivali (East),"₹ 29,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '29,000', '/monthDeposit', '₹', '150000']"
11054,2 BHK Flat for rent in Chunabhatti,"₹ 41,000",₹ 100000,BHK2,2,1.0,1.0,,1.0,"['₹', '41,000', '/monthDeposit', '₹', '100000']"
11055,2 BHK Flat for rent in Azad Nagar,"₹ 48,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '48,000', '/monthDeposit', '₹', '150000']"
11056,2 BHK Flat for rent in Sector-20B Airoli,"₹ 31,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '100000']"
11057,1 BHK Flat for rent in Rani Sati Marg Malad East,"₹ 30,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '30,000', '/monthDeposit', '₹', '100000']"
11058,2 BHK Flat for rent in Azad Nagar,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
11059,2 BHK Flat for rent in Azad Nagar,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
11060,3 BHK Flat for rent in Ghatkopar West,"₹ 69,000",₹ 250000,BHK2,2,1.0,,,,"['₹', '69,000', '/monthDeposit', '₹', '250000']"
11061,2 BHK Flat for rent in Balkum Pada,"₹ 22,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
11062,3 BHK Flat for rent in Bhakti Park,"₹ 70,000",₹ 250000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '70,000', '/monthDeposit', '₹', '250000']"
11063,4 BHK Flat for rent in 4 Bunglows,₹ 1.66,₹ 1000000,BHK4,4,1.0,,,,"['₹', '1.66', 'Lac', '/monthDeposit', '₹', '1000000']"
11064,2 BHK Flat for rent in Sector-17 Nerul,"₹ 28,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
11065,3 BHK Flat for rent in Sector-10A Airoli,"₹ 48,000",₹ 150000,BHK3,3,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '150000']"
11066,3 BHK Flat for rent in Sector 15 Kharghar,"₹ 33,000",₹ 100000,BHK3,3,1.0,1.0,1.0,,"['₹', '33,000', '/monthDeposit', '₹', '100000']"
11067,2 BHK Flat for rent in Wadala,"₹ 65,000",₹ 200000,BHK2,2,1.0,1.0,,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
11068,2 BHK Flat for rent in Malad (West),"₹ 40,000","40,000 /month",BHK2,2,1.0,1.0,1.0,,"['₹', '40,000', '/month']"
11069,3 BHK Flat for rent in Sewri,₹ 1.35,month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '1.35', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
11070,1 BHK Flat for rent in Malad (West),"₹ 28,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '28,000', '/monthDeposit', '₹', '100000']"
11071,3 BHK Flat for rent in Chembur,"₹ 63,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '63,000', '/monthDeposit', '₹', '300000']"
11072,1 BHK Flat for rent in Century Bazaar,"₹ 22,000",₹ 50000,BHK1,1,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '50000']"
11073,2 BHK Flat for rent in Dadar (West),"₹ 90,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '90,000', '/monthDeposit', '₹', '200000']"
11074,3 BHK Flat for rent in Sector-35E Kharghar,"₹ 30,000",month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '30,000', '/monthDeposit', '6', 'month(s)', 'rent']"
11075,1 BHK Flat for rent in Lal Baug,₹ 1.1,₹ 500000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '1.1', 'Lac', '/monthDeposit', '₹', '500000']"
11076,3 BHK Flat for rent in 4 Bunglows,₹ 1,month(s) rent,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
11077,2 BHK Flat for rent in Bhandup (West),"₹ 35,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '35,000', '/monthDeposit', '₹', '100000']"
11078,2 BHK Flat for rent in Poonam Nagar,"₹ 38,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '38,000', '/monthDeposit', '₹', '150000']"
11079,1 BHK Flat for rent in Dhokali,"₹ 16,500",month(s) rent,BHK1,1,1.0,,,,"['₹', '16,500', '/monthDeposit', '6', 'month(s)', 'rent']"
11080,3 BHK Flat for rent in Manpada,"₹ 42,000",₹ 150000,BHK3,3,1.0,,,1.0,"['₹', '42,000', '/monthDeposit', '₹', '150000']"
11081,2 BHK Flat for rent in Goregaon (East),"₹ 35,000",₹ 150000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '35,000', '/monthDeposit', '₹', '150000']"
