price,bathroom,longitude,latitude,coord,bhk,sqft
12000.0,2.0,78.4529396,17.403307,"(17.403307, 78.4529396)",2.0,400.0
5500.0,1.0,78.44932759999998,17.328609699999998,"(17.3286097, 78.44932759999999)",2.0,900.0
14000.0,2.0,78.4935388,17.4353896,"(17.4353896, 78.4935388)",2.0,1600.0
16500.0,2.0,17.410028457641598,78.48175811767578,"(17.4085878, 78.4753216)",3.0,1800.0
40000.0,3.0,78.3908428,17.4059875,"(17.4059875, 78.3908428)",3.0,1990.0
30000.0,3.0,78.5066233,17.4967016,"(17.4967016, 78.5066233)",3.0,2000.0
8000.0,2.0,78.5549352,17.5609331,"(17.5609331, 78.5549352)",2.0,900.0
10000.0,2.0,17.517999649047848,78.46983337402344,"(17.5149467, 78.4799785)",2.0,1086.0
14000.0,,17.5343,78.287063,"(17.5293099, 78.2908996)",3.0,2000.0
42000.0,,17.464033800000006,78.33749499999998,"(17.4640287, 78.33747629999999)",3.0,1615.0
22000.0,2.0,17.462682723999027,78.35317993164062,"(17.4698577, 78.3578246)",2.0,1420.0
16500.0,3.0,17.395023345947266,78.42181396484375,"(17.3958631, 78.42190049999999)",2.0,1250.0
13000.0,2.0,78.39432629999999,17.362971899999998,"(17.3629719, 78.3943263)",2.0,1050.0
10000.0,2.0,78.4156933,17.399002300000003,"(17.3990023, 78.4156933)",2.0,600.0
9000.0,1.0,78.38848879999998,17.5198393,"(17.5198393, 78.38848879999999)",1.0,
40000.0,2.0,17.373085021972653,78.49951934814453,"(17.3947265, 78.451538)",2.0,1100.0
8600.0,1.0,17.435066223144528,78.42970275878906,"(17.4415689, 78.4415568)",1.0,
32000.0,3.0,17.447393417358402,78.39799499511719,"(17.385044, 78.486671)",3.0,
18500.0,2.0,17.493621826171875,78.36717987060547,"(17.4964519, 78.3664218)",2.0,1280.0
15500.0,2.0,78.3102918,17.4747785,"(17.4747785, 78.3102918)",2.0,1200.0
90000.0,,17.390492000000002,78.332398,"(17.3890823, 78.3323992)",6.0,4200.0
8000.0,2.0,17.41163444519043,78.60115051269531,"(17.4077808, 78.60227669999999)",2.0,1080.0
8000.0,2.0,78.29983829999998,17.509399,"(17.509399, 78.29983829999999)",2.0,1000.0
9000.0,2.0,17.542205810546875,78.29562377929688,"(17.5523598, 78.2967228)",2.0,1250.0
12000.0,2.0,78.5549542,17.4545951,"(17.4545951, 78.5549542)",3.0,1400.0
5000.0,2.0,16.004962921142578,80.72549438476562,"(17.485291, 78.6098847)",2.0,1000.0
35000.0,2.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",2.0,1300.0
12000.0,2.0,17.375091552734375,78.57073211669922,"(17.3714737, 78.5695016)",3.0,1265.0
12000.0,2.0,78.3944485,17.497722,"(17.497722, 78.3944485)",2.0,1000.0
40000.0,2.0,78.39080349999998,17.448583499999998,"(17.4485835, 78.39080349999999)",3.0,1750.0
18000.0,3.0,78.49827990000001,17.3788383,"(17.3788383, 78.4982799)",2.0,1400.0
